CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Location	Subregions	"Time Period (Month, Day, Year)"	fDOM (QSU) (WS) SA	fCHL (ug/L) (WS) SA	NO3 (uM) (SUNA) SA	NH4 (uM) (Tline) SA	estDOC (mg-C/L) SA	estDIN (uM) SA	Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%) (EXO) SA	Turb (FNU) (EXO) SA	fDOM (QSU) (EXO) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA
A2981	38.194646	-121.549486	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	24.91	2.08	6.86	12.37	20.23	19.23	20.19	128.49	0.0698	20.13	139.68	7.75	8.59	94.7	6.6	23.38	0.51	0.70	0.87	0.00	2.07
A3222	38.19579	-121.479173	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	21.75	3.16	7.67	6.52	17.28	14.19	21.63	102.31	0.0555	21.50	113.88	7.80	8.74	99.0	3.8	21.13	2.27	0.85	1.09	0.02	4.23
A3126	38.196222	-121.528069	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	24.75	2.60	8.84	11.53	20.08	20.37	20.64	129.93	0.0700	20.56	139.87	7.73	8.49	94.5	3.7	23.95	0.94	0.71	1.07	0.00	2.74
A2979	38.196681	-121.546971	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	24.99	2.12	6.81	12.32	20.31	19.13	20.18	128.34	0.0698	20.11	139.56	7.74	8.59	94.7	6.8	23.37	0.51	0.71	0.88	0.00	2.10
A3220	38.197805	-121.476994	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	20.74	3.40	6.44	5.04	16.34	11.48	21.89	88.59	0.0487	21.75	98.21	7.76	8.65	98.5	4.0	20.12	2.72	0.88	1.02	0.05	4.69
A3124	38.197892	-121.525185	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	24.91	2.62	9.00	12.83	20.23	21.82	20.69	130.06	0.0700	20.63	139.87	7.74	8.53	95.0	3.7	24.23	0.95	0.72	1.08	0.00	2.77
A2977	38.199282	-121.545264	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	24.99	2.17	6.78	12.46	20.31	19.25	20.15	128.14	0.0697	20.09	139.43	7.74	8.61	94.9	7.1	23.33	0.49	0.73	0.89	0.00	2.13
A3218	38.200271	-121.476023	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	20.27	3.61	5.48	3.92	15.90	9.40	22.07	78.97	0.0439	21.95	86.43	7.72	8.59	98.1	4.3	19.59	3.04	0.91	1.00	0.06	5.03
A3122	38.200338	-121.523343	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	25.06	2.65	9.12	13.86	20.38	22.99	20.74	130.18	0.0700	20.67	139.91	7.74	8.56	95.4	3.8	24.35	0.96	0.74	1.08	0.00	2.80
A2975	38.201024	-121.542568	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	24.99	2.20	6.80	12.80	20.30	19.60	20.12	128.03	0.0697	20.08	139.36	7.74	8.63	95.1	7.3	23.33	0.50	0.74	0.90	0.00	2.15
A3116	38.202428	-121.513855	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	25.25	2.62	9.30	16.12	20.55	25.42	20.77	130.13	0.0700	20.70	139.73	7.75	8.66	96.6	3.9	24.49	0.90	0.72	1.11	0.00	2.75
A3216	38.202418	-121.477673	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	20.27	3.69	4.88	3.29	15.90	8.17	22.17	74.63	0.0418	22.08	79.92	7.67	8.53	97.7	4.6	19.52	3.14	0.93	0.99	0.07	5.14
A3120	38.202557	-121.521025	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	25.21	2.67	9.24	14.83	20.51	24.06	20.78	130.27	0.0700	20.70	139.94	7.74	8.59	95.8	3.8	24.46	0.95	0.75	1.07	0.00	2.79
A3118	38.202988	-121.517523	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	25.27	2.63	9.30	15.75	20.56	25.05	20.78	130.21	0.0700	20.71	139.81	7.75	8.64	96.4	3.9	24.51	0.91	0.74	1.08	0.00	2.74
A2973	38.202828	-121.540211	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.02	2.20	6.82	13.03	20.33	19.85	20.11	128.00	0.0697	20.07	139.37	7.74	8.64	95.1	7.3	23.35	0.51	0.74	0.90	0.00	2.17
A3114	38.203698	-121.510901	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	25.19	2.65	9.28	16.70	20.49	25.97	20.75	129.86	0.0699	20.67	139.56	7.76	8.70	97.0	4.1	24.37	0.86	0.70	1.15	0.00	2.72
A3214	38.20501	-121.479244	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	20.24	3.67	4.60	2.99	15.88	7.60	22.18	72.54	0.0408	22.12	77.13	7.62	8.49	97.3	4.7	19.47	3.08	0.92	1.02	0.05	5.07
A2971	38.205655	-121.541073	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.18	2.25	6.91	13.84	20.48	20.76	20.12	128.11	0.0698	20.08	139.49	7.74	8.64	95.2	7.4	23.50	0.52	0.72	0.95	0.00	2.19
A3112	38.206083	-121.508821	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	25.14	2.65	9.24	16.81	20.45	26.06	20.73	129.52	0.0697	20.66	139.31	7.76	8.72	97.2	4.3	24.27	0.81	0.70	1.14	0.00	2.66
A3212	38.206782	-121.48177	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	19.53	3.45	4.69	2.84	15.21	7.53	22.17	74.40	0.0417	22.11	77.81	7.61	8.58	98.3	4.4	18.79	2.80	0.91	1.07	0.01	4.78
A3210	38.207772	-121.484986	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	19.23	3.30	4.96	2.86	14.93	7.82	22.16	78.56	0.0437	22.10	80.39	7.64	8.70	99.7	4.2	18.51	2.61	0.90	1.07	0.00	4.58
A2969	38.208536	-121.540875	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.31	2.25	7.01	14.53	20.60	21.54	20.14	128.28	0.0698	20.09	139.66	7.73	8.63	95.1	7.5	23.64	0.50	0.72	0.95	0.00	2.18
A3208	38.208751	-121.488269	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	19.90	3.20	5.66	3.35	15.56	9.01	22.09	86.50	0.0475	22.05	87.51	7.69	8.80	100.7	4.2	19.14	2.39	0.90	1.11	0.00	4.41
A3110	38.208886	-121.508166	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	25.17	2.64	9.25	17.05	20.47	26.30	20.71	129.67	0.0698	20.64	139.55	7.76	8.72	97.1	4.5	24.30	0.77	0.70	1.14	0.01	2.63
A3206	38.209582	-121.491324	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	20.72	3.12	6.44	3.95	16.32	10.39	22.00	94.50	0.0513	21.96	95.53	7.72	8.87	101.4	4.3	19.94	2.16	0.93	1.13	0.00	4.22
A2967	38.210451	-121.538411	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.54	2.23	7.23	15.90	20.82	23.13	20.17	128.65	0.0700	20.12	140.00	7.72	8.61	94.9	7.7	23.91	0.49	0.73	0.95	0.00	2.19
A3108	38.210779	-121.505596	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	24.81	2.63	9.13	15.78	20.14	24.91	20.84	127.35	0.0686	20.78	136.46	7.76	8.78	98.1	4.6	23.86	0.83	0.74	1.16	0.00	2.75
A3204	38.211628	-121.493454	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	21.69	3.02	7.33	4.71	17.22	12.03	21.89	103.18	0.0555	21.85	104.90	7.75	8.96	102.2	4.3	20.88	1.90	0.95	1.13	0.00	3.98
A2965	38.211738	-121.53604	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.77	2.22	7.46	17.19	21.04	24.66	20.18	128.99	0.0701	20.13	140.29	7.71	8.60	94.8	7.9	24.15	0.49	0.74	0.93	0.01	2.20
A3106	38.213268	-121.504687	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	24.95	2.62	9.30	15.94	20.27	25.24	20.83	128.71	0.0692	20.77	137.73	7.77	8.82	98.5	4.9	23.95	0.77	0.76	1.20	0.00	2.74
A3202	38.213866	-121.495791	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	22.99	2.85	8.45	6.21	18.44	14.65	21.69	115.02	0.0615	21.65	118.11	7.80	9.09	103.3	4.3	22.13	1.52	0.95	1.13	0.00	3.60
A2963	38.214231	-121.538282	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.86	2.24	7.57	17.77	21.12	25.33	20.19	129.11	0.0702	20.14	140.43	7.71	8.59	94.8	8.2	24.22	0.48	0.74	0.93	0.01	2.18
A2961	38.215926	-121.541169	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	26.05	2.28	7.75	18.70	21.30	26.44	20.20	129.27	0.0703	20.15	140.58	7.71	8.60	94.9	8.3	24.31	0.47	0.74	0.93	0.01	2.17
A3104	38.216099	-121.505462	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	25.02	2.64	9.38	15.73	20.33	25.10	20.84	129.17	0.0695	20.78	138.12	7.78	8.85	98.8	5.1	23.97	0.76	0.77	1.21	0.00	2.75
A3200	38.216262	-121.497762	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	23.67	2.73	8.98	7.52	19.08	16.49	21.54	121.13	0.0646	21.50	125.56	7.83	9.13	103.5	4.3	22.81	1.27	0.93	1.13	0.00	3.33
A2959	38.21822	-121.543131	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	26.23	2.30	7.91	19.65	21.46	27.55	20.20	129.40	0.0703	20.15	140.68	7.70	8.62	95.1	8.2	24.38	0.47	0.74	0.94	0.02	2.17
A3102	38.218785	-121.50672	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	25.40	2.68	9.45	17.80	20.69	27.25	20.65	131.05	0.0706	20.59	140.98	7.76	8.78	97.7	5.6	24.29	0.67	0.75	1.23	0.00	2.65
A3198	38.218856	-121.498854	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	23.98	2.70	9.22	7.68	19.36	16.89	21.51	123.90	0.0660	21.46	128.78	7.85	9.18	103.9	4.4	23.12	1.18	0.92	1.14	0.00	3.23
A3196	38.220394	-121.496065	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	24.19	2.66	9.38	7.80	19.56	17.15	21.50	125.84	0.0670	21.45	131.13	7.87	9.23	104.5	4.5	23.36	1.14	0.90	1.16	0.00	3.19
A2957	38.221032	-121.543864	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	26.27	2.33	8.04	20.43	21.50	28.46	20.20	129.44	0.0703	20.14	140.67	7.70	8.68	95.8	8.2	24.19	0.47	0.73	0.95	0.03	2.17
A3100	38.221645	-121.507439	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	25.53	2.75	9.47	17.42	20.81	26.87	20.66	131.76	0.0710	20.61	141.65	7.77	8.82	98.2	6.2	24.32	0.67	0.76	1.24	0.00	2.67
A3194	38.222234	-121.493424	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	24.48	2.61	9.40	10.31	19.83	19.58	21.28	127.33	0.0679	21.23	134.07	7.85	9.13	102.9	5.0	23.57	1.04	0.84	1.20	0.00	3.05
A2955	38.22316	-121.542526	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	26.20	2.31	8.11	20.27	21.43	28.39	20.20	129.39	0.0703	20.16	140.61	7.70	8.68	95.8	8.4	24.13	0.47	0.75	0.97	0.01	2.18
A2953	38.223573	-121.538918	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	26.12	2.30	8.14	19.72	21.36	27.86	20.21	129.24	0.0702	20.16	140.41	7.71	8.62	95.1	8.4	24.36	0.50	0.76	0.97	0.01	2.24
A2951	38.224373	-121.53537	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	26.06	2.31	8.13	18.93	21.30	27.06	20.20	128.95	0.0701	20.15	140.09	7.70	8.59	94.8	8.6	24.39	0.52	0.76	0.98	0.01	2.29
A3192	38.224662	-121.491515	South Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	24.77	2.60	9.44	12.98	20.10	22.29	21.04	128.84	0.0690	21.00	136.97	7.83	9.03	101.3	5.6	23.74	0.90	0.79	1.21	0.00	2.89
A3084	38.225157	-121.507107	Snodgrass Slough	Mokelumne Tidal Transition Zone	9/10/2019	25.59	2.75	9.35	17.33	20.87	26.64	20.62	132.85	0.0716	20.56	142.96	7.77	8.83	98.2	6.6	24.36	0.67	0.76	1.26	0.00	2.71
A3096	38.225554	-121.502738	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	25.30	2.73	9.47	14.51	20.60	23.91	20.86	132.06	0.0709	20.80	141.16	7.83	9.05	101.1	6.2	24.16	0.77	0.81	1.27	0.00	2.87
A2949	38.226435	-121.532938	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	26.02	2.36	8.14	18.43	21.27	26.57	20.20	128.70	0.0699	20.15	139.86	7.71	8.60	94.9	9.0	24.33	0.51	0.78	0.99	0.01	2.31
A2945	38.226583	-121.526863	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.91	2.37	8.09	17.86	21.16	25.96	20.19	128.38	0.0698	20.15	139.42	7.71	8.62	95.1	8.8	24.16	0.56	0.76	1.01	0.02	2.37
A3094	38.227327	-121.500084	North Mokelumne River	Mokelumne Tidal Transition Zone	9/10/2019	25.28	2.75	9.48	14.34	20.58	23.70	20.85	132.85	0.0713	20.79	142.13	7.85	9.12	101.9	6.3	24.18	0.79	0.85	1.36	0.00	3.01
A2947	38.227224	-121.529891	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.96	2.36	8.13	18.02	21.21	26.15	20.20	128.49	0.0698	20.15	139.65	7.71	8.61	95.0	9.0	24.23	0.50	0.78	1.00	0.01	2.29
A3082	38.227121	-121.509867	Snodgrass Slough	Mokelumne Tidal Transition Zone	9/10/2019	25.71	2.72	9.14	18.45	20.97	27.58	20.48	133.21	0.0719	20.43	143.98	7.75	8.72	96.7	6.8	24.42	0.65	0.73	1.27	0.00	2.64
A2943	38.228832	-121.524879	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.84	2.32	8.07	17.56	21.10	25.63	20.20	128.30	0.0697	20.16	139.30	7.72	8.64	95.3	8.3	24.10	0.56	0.74	0.99	0.03	2.33
A3080	38.229539	-121.510552	Snodgrass Slough	Mokelumne Tidal Transition Zone	9/10/2019	25.63	2.70	8.93	17.67	20.90	26.60	20.46	133.05	0.0718	20.41	143.87	7.75	8.72	96.8	6.8	24.33	0.66	0.73	1.26	0.01	2.65
A3089	38.229901	-121.494536	Deah Horse Cut	Mokelumne Tidal Transition Zone	9/10/2019	25.29	2.74	9.75	16.04	20.59	25.80	20.82	132.75	0.0712	20.76	142.31	7.83	9.09	101.5	6.2	24.24	0.68	0.85	1.43	0.00	2.98
A2941	38.231024	-121.522448	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.85	2.33	8.07	17.42	21.11	25.49	20.19	128.23	0.0697	20.15	139.40	7.72	8.68	95.8	8.0	24.07	0.54	0.73	1.00	0.04	2.30
A3078	38.231265	-121.507772	Snodgrass Slough	Mokelumne Tidal Transition Zone	9/10/2019	25.44	2.76	8.83	16.49	20.72	25.32	20.51	133.88	0.0722	20.45	144.60	7.77	8.76	97.2	6.8	24.27	0.73	0.73	1.29	0.00	2.76
A3087	38.232682	-121.495689	Deah Horse Cut	Mokelumne Tidal Transition Zone	9/10/2019	25.35	2.75	9.76	16.42	20.64	26.23	20.76	133.18	0.0715	20.70	142.94	7.82	9.06	101.1	6.4	24.30	0.65	0.86	1.44	0.00	2.99
A3076	38.233009	-121.504826	Snodgrass Slough	Mokelumne Tidal Transition Zone	9/10/2019	25.35	2.78	8.81	15.67	20.64	24.45	20.55	133.78	0.0721	20.49	144.29	7.79	8.84	98.2	7.0	24.17	0.81	0.76	1.31	0.00	2.88
A2939	38.233304	-121.520127	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.91	2.42	8.09	17.58	21.16	25.66	20.17	128.25	0.0698	20.13	139.52	7.72	8.71	96.0	8.0	24.05	0.55	0.72	1.03	0.04	2.34
A3074	38.233877	-121.501227	Snodgrass Slough	Mokelumne Tidal Transition Zone	9/10/2019	25.17	2.77	8.83	14.54	20.48	23.32	20.62	134.09	0.0721	20.55	144.37	7.81	8.90	99.0	6.9	24.11	0.81	0.79	1.37	0.00	2.97
A2937	38.23553	-121.517824	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	25.96	2.46	8.12	17.68	21.21	25.80	20.15	128.33	0.0698	20.12	139.66	7.72	8.72	96.2	7.8	24.05	0.55	0.71	1.04	0.04	2.35
A3085	38.235431	-121.496859	Deah Horse Cut	Mokelumne Tidal Transition Zone	9/10/2019	25.18	2.73	9.02	14.82	20.48	23.86	20.67	134.12	0.0721	20.60	144.30	7.81	8.90	99.1	6.6	24.17	0.72	0.80	1.37	0.00	2.91
A3072	38.235752	-121.498902	Snodgrass Slough	Mokelumne Tidal Transition Zone	9/10/2019	25.13	2.74	8.83	14.44	20.44	23.26	20.64	134.21	0.0722	20.57	144.48	7.80	8.87	98.7	6.7	24.12	0.76	0.79	1.36	0.00	2.92
A3070	38.238141	-121.497971	Delta Cross Channel	Mokelumne Tidal Transition Zone	9/10/2019	25.09	2.73	8.69	14.27	20.40	22.96	20.62	134.28	0.0722	20.55	144.62	7.80	8.82	98.2	6.7	24.10	0.75	0.76	1.34	0.00	2.86
A2935	38.23834	-121.517514	Georgiana Slough	North Delta Tidal Transition Zone	9/10/2019	26.01	2.46	8.16	17.70	21.25	25.85	20.15	128.50	0.0699	20.11	139.84	7.72	8.73	96.2	7.7	24.10	0.55	0.71	1.05	0.03	2.34
A534	38.240572	-121.516747	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	26.05	2.44	8.18	17.72	21.29	25.90	20.15	128.64	0.0700	20.11	139.96	7.72	8.72	96.1	7.9	24.13	0.55	0.72	1.04	0.02	2.34
A532	38.242725	-121.514437	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	26.13	2.44	8.22	17.71	21.37	25.93	20.15	128.83	0.0701	20.11	140.19	7.72	8.71	96.0	8.5	24.17	0.57	0.76	1.05	0.01	2.39
A529	38.246402	-121.511513	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	26.27	2.50	8.34	17.85	21.50	26.19	20.12	129.22	0.0703	20.09	140.71	7.72	8.70	95.9	9.0	24.30	0.60	0.78	1.09	0.00	2.46
A527	38.249283	-121.510872	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	26.38	2.52	8.41	20.57	21.60	28.99	20.09	129.52	0.0705	20.07	141.07	7.71	8.71	96.0	8.6	24.39	0.58	0.75	1.11	0.00	2.44
A525	38.252094	-121.511866	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	26.48	2.55	8.42	20.52	21.70	28.95	20.08	129.74	0.0706	20.06	141.34	7.71	8.71	95.9	9.0	24.40	0.58	0.77	1.11	0.00	2.47
A523	38.254601	-121.513545	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	26.55	2.53	8.44	20.56	21.77	29.02	20.07	129.95	0.0708	20.05	141.62	7.71	8.69	95.7	9.2	24.43	0.57	0.78	1.10	0.00	2.46
A521	38.25672	-121.516117	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	26.69	2.52	8.44	18.16	21.89	26.60	20.06	130.34	0.0710	20.04	142.07	7.71	8.68	95.5	9.7	24.48	0.56	0.79	1.09	0.00	2.44
A519	38.258687	-121.518807	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	26.77	2.49	8.46	18.37	21.97	26.83	20.06	130.61	0.0711	20.04	142.36	7.71	8.65	95.3	9.8	24.59	0.52	0.80	1.07	0.00	2.39
A517	38.260791	-121.521353	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	26.85	2.51	8.49	19.14	22.05	27.63	20.06	130.89	0.0712	20.04	142.67	7.70	8.62	94.9	10.2	24.70	0.50	0.82	1.06	0.00	2.38
A515	38.262737	-121.524053	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	26.94	2.55	8.50	20.08	22.13	28.58	20.05	131.36	0.0715	20.03	143.25	7.70	8.58	94.4	10.7	24.82	0.48	0.84	1.06	0.00	2.38
A513	38.264745	-121.52671	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	26.98	2.54	8.49	20.26	22.17	28.75	20.05	131.69	0.0717	20.02	143.65	7.70	8.57	94.3	10.6	24.86	0.47	0.83	1.06	0.00	2.37
A511	38.266835	-121.529257	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	27.01	2.53	8.45	20.14	22.19	28.59	20.04	132.00	0.0718	20.02	144.03	7.70	8.57	94.3	10.4	24.89	0.47	0.83	1.05	0.00	2.36
A509	38.268771	-121.53201	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	27.02	2.52	8.35	19.79	22.20	28.14	20.03	132.45	0.0721	20.01	144.50	7.70	8.56	94.2	10.6	24.91	0.50	0.83	1.05	0.00	2.39
A507	38.27076	-121.534704	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	27.01	2.52	8.27	19.52	22.19	27.79	20.03	132.71	0.0722	20.01	144.79	7.70	8.56	94.2	10.9	24.87	0.52	0.85	1.06	0.00	2.43
A505	38.272747	-121.537358	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	26.97	2.54	8.17	19.24	22.16	27.41	20.03	132.90	0.0723	20.00	144.97	7.71	8.56	94.2	11.1	24.81	0.54	0.86	1.07	0.00	2.46
A503	38.274739	-121.540051	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	26.83	2.54	7.98	18.26	22.03	26.24	20.02	133.05	0.0724	20.00	145.10	7.71	8.57	94.3	11.1	24.71	0.53	0.86	1.06	0.00	2.45
A501	38.276777	-121.542664	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	26.69	2.53	7.82	17.14	21.89	24.96	20.01	133.07	0.0724	19.99	145.15	7.72	8.57	94.3	10.9	24.56	0.52	0.86	1.05	0.00	2.43
A499	38.278955	-121.545057	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	26.51	2.53	7.64	15.74	21.72	23.37	20.00	133.02	0.0724	19.98	145.10	7.73	8.57	94.3	10.7	24.38	0.52	0.85	1.04	0.00	2.41
A497	38.281001	-121.547677	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	26.30	2.55	7.43	14.28	21.53	21.71	19.99	132.87	0.0723	19.97	144.95	7.73	8.58	94.3	10.6	24.17	0.53	0.85	1.04	0.00	2.42
A495	38.282826	-121.550532	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	25.94	2.57	7.09	12.03	21.20	19.11	19.98	132.52	0.0722	19.95	144.56	7.75	8.59	94.4	10.7	23.82	0.54	0.85	1.05	0.00	2.43
A493	38.284595	-121.553449	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	25.72	2.57	6.89	10.63	20.99	17.51	19.97	132.31	0.0721	19.95	144.37	7.76	8.59	94.5	10.7	23.62	0.51	0.85	1.04	0.00	2.40
A491	38.286729	-121.555933	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	25.41	2.55	6.59	8.61	20.70	15.19	19.96	132.05	0.0720	19.94	144.19	7.77	8.61	94.6	10.4	23.38	0.47	0.84	1.03	0.00	2.35
A489	38.288908	-121.558319	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	25.22	2.55	6.39	7.43	20.52	13.82	19.95	131.92	0.0719	19.93	144.11	7.78	8.61	94.6	10.2	23.21	0.45	0.84	1.03	0.00	2.33
A487	38.291045	-121.560803	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	24.99	2.57	6.13	5.92	20.31	12.05	19.95	131.82	0.0718	19.92	143.97	7.79	8.62	94.7	10.4	22.90	0.43	0.85	1.04	0.00	2.32
A485	38.293275	-121.563162	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	24.86	2.59	5.97	4.97	20.18	10.94	19.94	131.81	0.0718	19.92	144.01	7.79	8.63	94.7	10.5	22.78	0.44	0.86	1.04	0.00	2.34
A483	38.295545	-121.565453	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	24.74	2.59	5.82	4.12	20.07	9.94	19.93	131.83	0.0719	19.91	144.05	7.79	8.63	94.8	10.5	22.68	0.46	0.86	1.04	0.00	2.37
A481	38.297934	-121.567542	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	24.63	2.59	5.69	3.49	19.97	9.17	19.93	131.88	0.0719	19.90	144.13	7.80	8.64	94.8	10.5	22.59	0.48	0.87	1.04	0.00	2.38
A479	38.300345	-121.569591	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	24.58	2.60	5.59	3.17	19.92	8.76	19.92	131.94	0.0720	19.90	144.23	7.80	8.64	94.8	10.6	22.52	0.48	0.88	1.04	0.00	2.40
A477	38.302769	-121.571606	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	24.54	2.59	5.50	2.95	19.89	8.46	19.92	132.01	0.0720	19.90	144.33	7.80	8.64	94.9	10.7	22.47	0.47	0.89	1.04	0.00	2.39
A475	38.305093	-121.573212	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	24.47	2.54	5.36	2.54	19.82	7.90	19.92	132.18	0.0721	19.89	144.54	7.81	8.65	95.0	10.4	22.44	0.46	0.88	1.02	0.01	2.37
A473	38.307395	-121.574555	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	24.41	2.53	5.26	2.22	19.76	7.48	19.91	132.31	0.0721	19.89	144.66	7.81	8.66	95.0	10.3	22.37	0.48	0.87	1.02	0.01	2.38
A471	38.309969	-121.576267	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	24.36	2.55	5.15	1.83	19.72	6.99	19.91	132.45	0.0722	19.88	144.82	7.82	8.66	95.1	10.4	22.29	0.50	0.87	1.03	0.01	2.40
A469	38.312656	-121.577551	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	24.33	2.55	5.08	1.54	19.69	6.62	19.90	132.56	0.0723	19.88	144.97	7.82	8.67	95.1	10.4	22.28	0.50	0.88	1.03	0.01	2.40
A467	38.315537	-121.577963	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	24.25	2.55	4.93	0.81	19.61	5.74	19.89	132.84	0.0724	19.87	145.31	7.82	8.69	95.3	10.3	22.20	0.49	0.88	1.04	0.00	2.41
A465	38.318434	-121.577793	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	24.23	2.55	4.89	0.62	19.60	5.51	19.89	132.93	0.0725	19.86	145.40	7.82	8.70	95.5	10.5	22.18	0.50	0.88	1.04	0.00	2.43
A463	38.321313	-121.577352	Sacramento River	North Delta Tidal Transition Zone	9/10/2019	24.22	2.54	4.85	0.59	19.58	5.44	19.89	133.03	0.0726	19.85	145.51	7.82	8.74	95.9	10.5	22.10	0.48	0.88	1.04	0.00	2.41
