Timestamp (PST) DS	Station Abbrev. DS	"NWIS Station Latitude (Decimal Degrees, NAD83)"	"NWIS Station Longitude (Decimal Degrees, NAD83)"	Division DS	Genus DS	Species DS	Tally DS	Density (cells/L) DS	Biovolume (um3/L) DS	Notes DS
9/12/2019 8:45	NFM	38.22333333	-121.5072222	Bacillariophyta	Nitzschia	Nitzschia spp.	20	171	8726.95	Cannot meet tally in 50 fields.
9/10/2019 15:50	NFM	38.22333333	-121.5072222	Bacillariophyta	Navicula	Navicula spp.	2	17	32321.89	Cannot meet tally in 50 fields.
9/12/2019 8:45	NFM	38.22333333	-121.5072222	Bacillariophyta	Reimeria	Reimeria sinuata	2	17	2620.69	Cannot meet tally in 50 fields.
9/10/2019 15:50	NFM	38.22333333	-121.5072222	Bacillariophyta	Nitzschia	Nitzschia cf. intermedia	1	9	16256.08	Cannot meet tally in 50 fields.
9/12/2019 8:45	NFM	38.22333333	-121.5072222	Bacillariophyta	Planothidium	cf. Planothidium spp.	3	26	1330.51	Cannot meet tally in 50 fields.
9/12/2019 8:45	NFM	38.22333333	-121.5072222	Chlorophyta	Crucigenia	Crucigenia sp.	4	34	205.34	Cannot meet tally in 50 fields.
9/12/2019 8:45	NFM	38.22333333	-121.5072222	Ochrophyta	Mallomonas	Mallomonas sp.	1	7	10124.42	Cannot meet tally in 50 fields.
9/11/2019 9:55	NFM	38.22333333	-121.5072222	Bacillariophyta	Achnanthidium	cf. Achnanthidium sp.	4	34	2661.01	Cannot meet tally in 50 fields.
9/11/2019 9:55	NFM	38.22333333	-121.5072222	Chlorophyta	Monoraphidium	Monoraphidium sp.	1	9	131.03	Cannot meet tally in 50 fields.
9/10/2019 15:50	NFM	38.22333333	-121.5072222	Chlorophyta	Monoraphidium	Monoraphidium sp.	1	9	304.63	Cannot meet tally in 50 fields.
9/12/2019 8:45	NFM	38.22333333	-121.5072222	Bacillariophyta	Cocconeis	Cocconeis sp.	7	60	32597.40	Cannot meet tally in 50 fields.
9/10/2019 15:50	NFM	38.22333333	-121.5072222	Bacillariophyta	Pseudostaurosira	Pseudostaurosira sp.	1	9	1411.14	Cannot meet tally in 50 fields.
9/12/2019 8:45	NFM	38.22333333	-121.5072222	Bacillariophyta	Diatoma	Diatoma moniliformis	1	7	718.83	Cannot meet tally in 50 fields.
9/12/2019 8:45	NFM	38.22333333	-121.5072222	Bacillariophyta	Staurosira	Staurosira venter	2	17	1679.93	Cannot meet tally in 50 fields.
9/11/2019 9:55	NFM	38.22333333	-121.5072222	Chlorophyta	Scenedesmus	Scenedesmus sp.	4	34	806.37	Cannot meet tally in 50 fields.
9/11/2019 9:55	NFM	38.22333333	-121.5072222	Bacillariophyta	Synedra	Synedra sp.	1	9	17639.28	Cannot meet tally in 50 fields.
9/10/2019 15:50	NFM	38.22333333	-121.5072222	Bacillariophyta	Cocconeis	Cocconeis sp.	4	34	6773.49	Cannot meet tally in 50 fields.
9/11/2019 9:55	NFM	38.22333333	-121.5072222	Bacillariophyta	Aulacoseira	Aulacoseira sp.	2	17	27644.96	Cannot meet tally in 50 fields.
9/12/2019 8:45	NFM	38.22333333	-121.5072222	Bacillariophyta	Cyclotella	Cyclotella sp.	1	9	2015.92	Cannot meet tally in 50 fields.
9/12/2019 8:45	NFM	38.22333333	-121.5072222	Cryptophyta	Plagioselmis	Plagioselmis prolonga	1	9	1576.90	Cannot meet tally in 50 fields.
9/11/2019 9:55	NFM	38.22333333	-121.5072222	Bacillariophyta	Gyrosigma	Gyrosigma sp.	1	9	16084.96	Cannot meet tally in 50 fields.
9/10/2019 15:50	NFM	38.22333333	-121.5072222	Bacillariophyta	Achnanthidium	Achnanthidium minutissimum	5	43	3326.27	Cannot meet tally in 50 fields.
9/11/2019 9:55	NFM	38.22333333	-121.5072222	Bacillariophyta	Amphora	Amphora sp.	2	17	872.74	Cannot meet tally in 50 fields.
9/11/2019 9:55	NFM	38.22333333	-121.5072222	Bacillariophyta	Skeletonema	Skeletonema sp.	3	26	15119.39	Cannot meet tally in 50 fields.
9/12/2019 8:45	NFM	38.22333333	-121.5072222	Bacillariophyta	Thalassiosira	cf. Thalassiosira spp.	7	60	3527.86	Cannot meet tally in 50 fields.
9/10/2019 15:50	NFM	38.22333333	-121.5072222	Bacillariophyta	Staurosirella	cf. Staurosirella sp.	1	9	443.50	Cannot meet tally in 50 fields.
9/11/2019 9:55	NFM	38.22333333	-121.5072222	Bacillariophyta	Nitzschia	Nitzschia spp.	14	120	7905.59	Cannot meet tally in 50 fields.
9/10/2019 15:50	NFM	38.22333333	-121.5072222	Bacillariophyta	Aulacoseira	Aulacoseira granulata	1	9	3191.87	Cannot meet tally in 50 fields.
9/12/2019 8:45	NFM	38.22333333	-121.5072222	Bacillariophyta	Geissleria	Geissleria sp.	1	7	4107.58	Cannot meet tally in 50 fields.
9/12/2019 8:45	NFM	38.22333333	-121.5072222	Bacillariophyta	Rhoicosphenia	Rhoicosphenia abbreviata	1	9	2419.10	Cannot meet tally in 50 fields.
9/11/2019 9:55	NFM	38.22333333	-121.5072222	Bacillariophyta	Pseudostaurosira	Pseudostaurosira brevistriata	2	17	2217.51	Cannot meet tally in 50 fields.
9/11/2019 9:55	NFM	38.22333333	-121.5072222	Bacillariophyta	Cocconeis	Cocconeis sp.	8	68	35480.16	Cannot meet tally in 50 fields.
9/11/2019 9:55	NFM	38.22333333	-121.5072222	Bacillariophyta	Navicula	Navicula sp.	1	9	3507.70	Cannot meet tally in 50 fields.
9/11/2019 9:55	NFM	38.22333333	-121.5072222	Bacillariophyta	Gomphonema	Gomphonema sp.	1	9	1612.73	Cannot meet tally in 50 fields.
9/11/2019 9:55	NFM	38.22333333	-121.5072222	Bacillariophyta	Achnanthidium	Achnanthidium minutissimum	6	51	2661.01	Cannot meet tally in 50 fields.
9/12/2019 8:45	NFM	38.22333333	-121.5072222	Bacillariophyta	Encyonema	Encyonema silesiacum	1	9	872.87	Cannot meet tally in 50 fields.
9/12/2019 8:45	NFM	38.22333333	-121.5072222	Bacillariophyta	Sellaphora	Sellaphora sp.	1	9	1026.70	Cannot meet tally in 50 fields.
9/10/2019 15:50	NFM	38.22333333	-121.5072222	Bacillariophyta	Diadesmis	Diadesmis sp.	1	7	2601.47	Cannot meet tally in 50 fields.
9/12/2019 8:45	NFM	38.22333333	-121.5072222	Cryptophyta	Plagioselmis	Plagioselmis nannoplanctica	1	9	1863.60	Cannot meet tally in 50 fields.
9/12/2019 8:45	NFM	38.22333333	-121.5072222	Bacillariophyta	Melosira	Melosira sp.	2	17	116439.44	Cannot meet tally in 50 fields.
9/10/2019 15:50	NFM	38.22333333	-121.5072222	Cryptophyta	Cryptomonas	Cryptomonas sp.	2	17	19711.20	Cannot meet tally in 50 fields.
9/10/2019 15:50	NFM	38.22333333	-121.5072222	Cryptophyta	Plagioselmis	Plagioselmis prolonga	2	17	1451.46	Cannot meet tally in 50 fields.
9/10/2019 15:50	NFM	38.22333333	-121.5072222	Bacillariophyta	Melosira	Melosira sp.	2	15	95626.72	Cannot meet tally in 50 fields.
9/10/2019 15:50	NFM	38.22333333	-121.5072222	Bacillariophyta	Thalassiosira	cf. Thalassiosira spp.	17	145	8567.65	Cannot meet tally in 50 fields.
9/12/2019 8:45	NFM	38.22333333	-121.5072222	Bacillariophyta	Fragilaria	cf. Fragilaria sp.	1	9	1108.76	Cannot meet tally in 50 fields.
9/10/2019 15:50	NFM	38.22333333	-121.5072222	Bacillariophyta	Encyonema	Encyonema silesiacum	2	17	8159.36	Cannot meet tally in 50 fields.
9/12/2019 8:45	NFM	38.22333333	-121.5072222	Bacillariophyta	Tryblionella	Tryblionella debilis	1	9	33867.43	Cannot meet tally in 50 fields.
9/12/2019 8:45	NFM	38.22333333	-121.5072222	Bacillariophyta	Nitzschia	Nitzschia sigmoidea	1	9	49794.93	Cannot meet tally in 50 fields.
9/10/2019 15:50	NFM	38.22333333	-121.5072222	Bacillariophyta	Ulnaria	Ulnaria ulna	1	7	34458.02	Cannot meet tally in 50 fields.
9/12/2019 8:45	NFM	38.22333333	-121.5072222	Chlorophyta	Chlorella	cf. Chlorella sp.	4	34	143.35	Cannot meet tally in 50 fields.
9/11/2019 9:55	NFM	38.22333333	-121.5072222	Bacillariophyta	Nitzschia	Nitzschia inconspicua	3	26	282.34	Cannot meet tally in 50 fields.
9/12/2019 8:45	NFM	38.22333333	-121.5072222	Chlorophyta	Drepanochloris	Drepanochloris nannoselene	1	9	36.96	Cannot meet tally in 50 fields.
9/10/2019 15:50	NFM	38.22333333	-121.5072222	Bacillariophyta	Gomphonema	Gomphonema spp.	3	26	5882.51	Cannot meet tally in 50 fields.
9/11/2019 9:55	NFM	38.22333333	-121.5072222	Chlorophyta	Drepanochloris	Drepanochloris nannoselene	1	9	228.47	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Bacillariophyta	Nitzschia	Nitzschia dissipata	2	17	2695.09	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Chlorophyta	Scenedesmus	Scenedesmus sp.	4	34	358.39	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Bacillariophyta	Pseudostaurosira	Pseudostaurosira sp.	30	218	68459.65	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Bacillariophyta	Sellaphora	Sellaphora spp.	3	26	5390.17	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Bacillariophyta	Eunotia	Eunotia sp.	2	17	6047.75	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Chlorophyta	Drepanochloris	Drepanochloris nannoselene	1	7	37.08	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Bacillariophyta	Humidophila	Humidophila contenta	3	26	1814.33	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Cryptophyta	Plagioselmis	Plagioselmis prolonga	1	9	725.73	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Bacillariophyta	Staurosira	Staurosira venter	2	17	1612.73	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Bacillariophyta	Hantzschia	Hantzschia amphioxys	1	9	5475.73	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Bacillariophyta	Gomphonema	Gomphonema sp.	1	9	1673.69	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Bacillariophyta	Aulacoseira	Aulacoseira sp.	3	26	2177.19	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Bacillariophyta	Staurosira	Staurosira construens	1	9	1774.01	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Bacillariophyta	Cyclotella	Cyclotella sp.	1	9	2150.31	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Bacillariophyta	Nitzschia	Nitzschia acicularis	1	9	7186.90	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Bacillariophyta	Planothidium	Planothidium spp.	3	26	4717.25	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Bacillariophyta	Encyonema	Encyonema silesiacum	5	43	5134.54	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Bacillariophyta	Navicula	Navicula spp.	11	94	35923.66	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Bacillariophyta	Achnanthidium	Achnanthidium spp.	5	43	1612.73	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Bacillariophyta	Melosira	Melosira sp.	1	9	32523.48	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Bacillariophyta	Cocconeis	Cocconeis sp.	5	43	33867.43	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Miozoa	Peridinium	Peridinium sp.	1	9	9842.16	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Bacillariophyta	Reimeria	Reimeria sinuata	1	9	2687.89	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Bacillariophyta	Pseudostaurosira	Pseudostaurosira parasitica	1	7	2156.48	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Ochrophyta	Chrysococcus	Chrysococcus sp.	5	43	3359.86	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Bacillariophyta	Geissleria	Geissleria sp.	1	9	5039.80	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Ochrophyta	Pseudokephyrion	Pseudokephyrion sp.	3	26	4435.02	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Bacillariophyta	Achnanthidium	Achnanthidium minutissimum	2	17	430.06	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Bacillariophyta	Thalassiosira	cf. Thalassiosira sp.	7	60	3527.86	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Bacillariophyta	Tryblionella	Tryblionella debilis	1	9	7055.71	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Chlorophyta	Crucigenia	cf. Crucigenia sp.	42	359	16170.52	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Bacillariophyta	Bacillaria	Bacillaria sp.	1	9	15186.60	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Bacillariophyta	Nitzschia	Nitzschia inconspicua	1	7	43.58	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Chlorophyta	Chlorella	Chlorella sp.	2	17	241.91	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Bacillariophyta	Lemnicola	cf. Lemnicola hungarica	1	9	7794.88	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Bacillariophyta	Seminavis	cf. Seminavis sp.	1	7	980.75	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Bacillariophyta	Nitzschia	Nitzschia spp.	4	34	13415.54	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Bacillariophyta	Fragilaria	Fragilaria sp.	2	17	2540.06	Cannot meet tally in 50 fields.
9/11/2019 10:55	MOK AB CFL	38.22931111	-121.4907611	Chlorophyta	Monoraphidium	Monoraphidium sp.	1	9	340.47	Cannot meet tally in 50 fields.
9/11/2019 13:04	NMR	38.14366944	-121.5595389	Bacillariophyta	Cyclotella	Cyclotella sp.	1	9	8231.67	
9/11/2019 13:04	NMR	38.14366944	-121.5595389	Bacillariophyta	Thalassiosira	cf. Thalassiosira spp.	22	196	7699.69	
9/12/2019 11:30	NMR	38.14366944	-121.5595389	Bacillariophyta	Skeletonema	Skeletonema sp.	2	17	725.73	Cannot meet tally in 50 fields.
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Euglenophyta	Lepocinclis	cf. Lepocinclis sp.	1	7	3422.98	Cannot meet tally in 50 fields.
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Bacillariophyta	Diatoma	Diatoma sp.	1	7	16316.22	Cannot meet tally in 50 fields.
9/12/2019 11:31	NMR	38.14366944	-121.5595389	Cyanobacteria	Eucapsis	Eucapsis microscopica	148	1266	339.46	Cannot meet tally in 50 fields.
9/12/2019 11:31	NMR	38.14366944	-121.5595389	Ochrophyta	Pseudokephyrion	Pseudokephyrion sp.	1	9	201.59	Cannot meet tally in 50 fields.
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Cyanobacteria	Pseudanabaena	Pseudanabaena sp.	14	102	958.44	Cannot meet tally in 50 fields.
9/11/2019 13:04	NMR	38.14366944	-121.5595389	Bacillariophyta	Ulnaria	Ulnaria sp.	1	9	237997.34	
9/12/2019 11:31	NMR	38.14366944	-121.5595389	Bacillariophyta	Encyonema	Encyonema silesiacum	1	9	4136.16	Cannot meet tally in 50 fields.
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Cryptophyta	Cryptomonas	Cryptomonas spp.	3	26	35775.83	Cannot meet tally in 50 fields.
9/12/2019 11:31	NMR	38.14366944	-121.5595389	Bacillariophyta	Cyclotella	Cyclotella sp.	3	26	8164.47	Cannot meet tally in 50 fields.
9/12/2019 11:31	NMR	38.14366944	-121.5595389	Bacillariophyta	Cocconeis	Cocconeis sp.	6	51	6289.66	Cannot meet tally in 50 fields.
9/11/2019 13:04	NMR	38.14366944	-121.5595389	Chlorophyta	Crucigenia	Crucigenia sp.	16	143	855.58	
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Bacillariophyta	Achnanthidium	Achnanthidium sp.	2	17	1048.28	Cannot meet tally in 50 fields.
9/12/2019 11:30	NMR	38.14366944	-121.5595389	Bacillariophyta	Thalassiosira	Thalassiosira spp.	3	26	5160.75	Cannot meet tally in 50 fields.
9/11/2019 13:04	NMR	38.14366944	-121.5595389	Chlorophyta	Chlamydomonas	Chlamydomonas sp.	1	9	2389.24	
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Bacillariophyta	Fragilaria	Fragilaria crotonensis	1	7	18113.28	Cannot meet tally in 50 fields.
9/12/2019 11:31	NMR	38.14366944	-121.5595389	Chlorophyta	Chlorella	Chlorella sp.	7	60	250.87	Cannot meet tally in 50 fields.
9/11/2019 13:04	NMR	38.14366944	-121.5595389	Cryptophyta	Plagioselmis	Plagioselmis prolonga	2	18	1511.94	
9/12/2019 11:31	NMR	38.14366944	-121.5595389	Chlorophyta	Oocystis	Oocystis sp.	1	9	895.96	Cannot meet tally in 50 fields.
9/12/2019 11:31	NMR	38.14366944	-121.5595389	Bacillariophyta	Amphora	Amphora sp.	1	9	171.14	Cannot meet tally in 50 fields.
9/12/2019 11:30	NMR	38.14366944	-121.5595389	Bacillariophyta	Encyonema	Encyonema silesiacum	1	9	3850.91	Cannot meet tally in 50 fields.
9/12/2019 11:31	NMR	38.14366944	-121.5595389	Bacillariophyta	Ulnaria	Ulnaria sp.	2	15	167954.34	Cannot meet tally in 50 fields.
9/12/2019 11:30	NMR	38.14366944	-121.5595389	Bacillariophyta	Fragilaria	Fragilaria mazamaensis	1	9	1552.26	Cannot meet tally in 50 fields.
9/12/2019 11:31	NMR	38.14366944	-121.5595389	Bacillariophyta	Aulacoseira	Aulacoseira granulata	4	34	7741.13	Cannot meet tally in 50 fields.
9/12/2019 11:30	NMR	38.14366944	-121.5595389	Cryptophyta	Cryptomonas	Cryptomonas sp.	1	7	4138.01	Cannot meet tally in 50 fields.
9/12/2019 11:30	NMR	38.14366944	-121.5595389	Bacillariophyta	Nitzschia	Nitzschia spp.	9	77	5082.16	Cannot meet tally in 50 fields.
9/11/2019 13:04	NMR	38.14366944	-121.5595389	Chlorophyta	Scenedesmus	Scenedesmus sp.	4	36	373.32	
9/12/2019 11:30	NMR	38.14366944	-121.5595389	Miozoa	Peridinium	Peridinium sp.	1	9	84910.47	Cannot meet tally in 50 fields.
9/12/2019 11:30	NMR	38.14366944	-121.5595389	Bacillariophyta	Nitzschia	Nitzschia dissipata	1	9	1116.54	Cannot meet tally in 50 fields.
9/12/2019 11:30	NMR	38.14366944	-121.5595389	Cryptophyta	Plagioselmis	Plagioselmis nannoplanctica	2	17	6719.73	Cannot meet tally in 50 fields.
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Bacillariophyta	Reimeria	Reimeria sinuata	1	9	1411.14	Cannot meet tally in 50 fields.
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Bacillariophyta	Nitzschia	Nitzschia lorenziana	1	9	23254.75	Cannot meet tally in 50 fields.
9/12/2019 11:31	NMR	38.14366944	-121.5595389	Bacillariophyta	Nitzschia	Nitzschia spp.	18	154	9702.31	Cannot meet tally in 50 fields.
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Chlorophyta	Scenedesmus	Scenedesmus spp.	6	44	456.40	Cannot meet tally in 50 fields.
9/12/2019 11:30	NMR	38.14366944	-121.5595389	Bacillariophyta	Aulacoseira	Aulacoseira cf. alpigena	2	17	2902.92	Cannot meet tally in 50 fields.
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Bacillariophyta	Nitzschia	Nitzschia inconspicua	2	17	205.34	Cannot meet tally in 50 fields.
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Bacillariophyta	Cymbella	Cymbella sp.	1	7	2615.31	Cannot meet tally in 50 fields.
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Bacillariophyta	Sellaphora	Sellaphora sp.	1	9	5646.85	Cannot meet tally in 50 fields.
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Chlorophyta	Chlorella	Chlorella sp.	1	9	120.96	Cannot meet tally in 50 fields.
9/11/2019 13:04	NMR	38.14366944	-121.5595389	Bacillariophyta	Nitzschia	Nitzschia spp.	6	53	6416.87	
9/12/2019 11:31	NMR	38.14366944	-121.5595389	Bacillariophyta	Nitzschia	Nitzschia inconspicua	6	51	924.03	Cannot meet tally in 50 fields.
9/12/2019 11:30	NMR	38.14366944	-121.5595389	Bacillariophyta	Achnanthidium	Achnanthidium minutissimum	1	9	443.50	Cannot meet tally in 50 fields.
9/11/2019 13:04	NMR	38.14366944	-121.5595389	Bacillariophyta	Nitzschia	Nitzschia dissipata	2	18	2165.69	
9/11/2019 13:04	NMR	38.14366944	-121.5595389	Bacillariophyta	Pseudostaurosira	Pseudostaurosira brevistriata	11	98	5543.78	
9/12/2019 11:30	NMR	38.14366944	-121.5595389	Bacillariophyta	Amphora	Amphora sp.	3	26	1411.91	Cannot meet tally in 50 fields.
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Chlorophyta	Monoraphidium	Monoraphidium sp.	3	26	483.82	Cannot meet tally in 50 fields.
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Ochrophyta	Chrysococcus	Chrysococcus sp.	1	9	671.97	Cannot meet tally in 50 fields.
9/12/2019 11:30	NMR	38.14366944	-121.5595389	Chlorophyta	Monoraphidium	Monoraphidium sp.	4	34	250.87	Cannot meet tally in 50 fields.
9/11/2019 13:04	NMR	38.14366944	-121.5595389	Bacillariophyta	Melosira	Melosira sp.	1	9	28810.83	
9/12/2019 11:30	NMR	38.14366944	-121.5595389	Bacillariophyta	Nitzschia	Nitzschia incerta	1	9	10138.66	Cannot meet tally in 50 fields.
9/12/2019 11:30	NMR	38.14366944	-121.5595389	Bacillariophyta	Thalassiosira	cf. Thalassiosira spp.	9	77	4535.82	Cannot meet tally in 50 fields.
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Bacillariophyta	Cocconeis	Cocconeis sp.	7	60	41487.60	Cannot meet tally in 50 fields.
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Bacillariophyta	Nitzschia	Nitzschia spp.	6	51	11319.36	Cannot meet tally in 50 fields.
9/12/2019 11:31	NMR	38.14366944	-121.5595389	Bacillariophyta	Reimeria	Reimeria sinuata	2	17	1572.42	Cannot meet tally in 50 fields.
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Cyanobacteria	Planktothrix	Planktothrix sp.	17	145	913.88	Cannot meet tally in 50 fields.
9/11/2019 13:04	NMR	38.14366944	-121.5595389	Bacillariophyta	Planothidium	Planothidium spp.	2	18	2729.89	
9/12/2019 11:30	NMR	38.14366944	-121.5595389	Bacillariophyta	Craticula	Craticula sp.	1	9	2284.71	Cannot meet tally in 50 fields.
9/12/2019 11:31	NMR	38.14366944	-121.5595389	Bacillariophyta	Rhoicosphenia	Rhoicosphenia abbreviata	1	9	2558.34	Cannot meet tally in 50 fields.
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Bacillariophyta	Ulnaria	Ulnaria sp.	1	9	281475.94	Cannot meet tally in 50 fields.
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Bacillariophyta	Planothidium	Planothidium sp.	1	7	941.32	Cannot meet tally in 50 fields.
9/12/2019 11:30	NMR	38.14366944	-121.5595389	Bacillariophyta	Planothidium	Planothidium spp.	3	26	3326.27	Cannot meet tally in 50 fields.
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Cryptophyta	Plagioselmis	Plagioselmis prolonga	16	137	28670.84	Cannot meet tally in 50 fields.
9/12/2019 11:30	NMR	38.14366944	-121.5595389	Chlorophyta	Chlorella	Chlorella sp.	9	77	1088.60	Cannot meet tally in 50 fields.
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Bacillariophyta	Navicula	Navicula sp.	1	9	1713.53	Cannot meet tally in 50 fields.
9/12/2019 11:31	NMR	38.14366944	-121.5595389	Bacillariophyta	Thalassiosira	Thalassiosira spp.	5	43	6047.75	Cannot meet tally in 50 fields.
9/12/2019 11:31	NMR	38.14366944	-121.5595389	Bacillariophyta	Psammothidium	Psammothidium sp.	2	17	645.09	Cannot meet tally in 50 fields.
9/12/2019 11:31	NMR	38.14366944	-121.5595389	Chlorophyta	Scenedesmus	Scenedesmus spp.	6	51	376.30	Cannot meet tally in 50 fields.
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Bacillariophyta	Cyclotella	Cyclotella sp.	1	9	2015.92	Cannot meet tally in 50 fields.
9/10/2019 16:20	NMR	38.14366944	-121.5595389	Bacillariophyta	Thalassiosira	cf. Thalassiosira spp.	16	137	34405.00	Cannot meet tally in 50 fields.
9/11/2019 13:04	NMR	38.14366944	-121.5595389	Chlorophyta	Drepanochloris	Drepanochloris nannoselene	2	18	521.62	
9/11/2019 13:04	NMR	38.14366944	-121.5595389	Bacillariophyta	Achnanthidium	Achnanthidium sp.	1	9	2624.89	
9/12/2019 11:30	NMR	38.14366944	-121.5595389	Bacillariophyta	Cocconeis	Cocconeis sp.	3	26	17296.58	Cannot meet tally in 50 fields.
9/12/2019 11:31	NMR	38.14366944	-121.5595389	Cryptophyta	Plagioselmis	Plagioselmis prolonga	8	68	5805.84	Cannot meet tally in 50 fields.
9/11/2019 13:04	NMR	38.14366944	-121.5595389	Bacillariophyta	Cymbella	Cymbella affinis	2	18	11440.29	
9/12/2019 11:30	NMR	38.14366944	-121.5595389	Ochrophyta	Pseudokephyrion	Pseudokephyrion sp.	1	9	671.97	Cannot meet tally in 50 fields.
9/12/2019 11:30	NMR	38.14366944	-121.5595389	Bacillariophyta	Navicula	Navicula spp.	2	17	6719.73	Cannot meet tally in 50 fields.
9/12/2019 11:31	NMR	38.14366944	-121.5595389	Bacillariophyta	Navicula	Navicula spp.	2	17	4112.47	Cannot meet tally in 50 fields.
9/12/2019 11:30	NMR	38.14366944	-121.5595389	Cryptophyta	Plagioselmis	Plagioselmis prolonga	4	34	3225.47	Cannot meet tally in 50 fields.
9/12/2019 11:31	NMR	38.14366944	-121.5595389	Chlorophyta	Drepanochloris	Drepanochloris nannoselene	2	17	204.11	Cannot meet tally in 50 fields.
