CL ID,"Time Period (Month, Year)","Latitude (Decimal Degrees, NAD83)","Longitude (Decimal Degrees, NAD83)",Grouping,NH4 (μM) DIFF,NO3 (μM) DIFF,PO4 (μM) DIFF,DIN (μM) DIFF,TDN (μM) DIFF
1480,July-Oct,38.041998,-121.841275,Broad Slough,-3.36,-7.89,-0.37,-11.25,-10.71
1481,July-Oct,38.043369,-121.841875,Broad Slough,-3.48,-7.93,-0.36,-11.4,-10.92
1482,July-Oct,38.044745,-121.842453,Broad Slough,-3.59,-7.88,-0.37,-11.47,-11.06
1483,July-Oct,38.046098,-121.84311,Broad Slough,-3.59,-7.88,-0.37,-11.47,-11.06
1484,July-Oct,38.047444,-121.843795,Broad Slough,-3.72,-7.83,-0.36,-11.54,-11.19
1485,July-Oct,38.048789,-121.84448,Broad Slough,-3.82,-7.76,-0.36,-11.58,-11.29
1486,July-Oct,38.050134,-121.845164,Broad Slough,-3.82,-7.76,-0.36,-11.58,-11.29
1487,July-Oct,38.05148,-121.845849,Broad Slough,-3.95,-7.66,-0.35,-11.61,-11.35
1488,July-Oct,38.052825,-121.846534,Broad Slough,-4.05,-7.59,-0.35,-11.64,-11.43
1489,July-Oct,38.054171,-121.847219,Broad Slough,-4.05,-7.59,-0.35,-11.64,-11.43
1490,July-Oct,38.055516,-121.847904,Broad Slough,-4.16,-7.5,-0.34,-11.66,-11.45
1491,July-Oct,38.056861,-121.848589,Broad Slough,-4.25,-7.44,-0.34,-11.68,-11.52
1492,July-Oct,38.058207,-121.849274,Broad Slough,-4.25,-7.44,-0.34,-11.68,-11.52
1493,July-Oct,38.059552,-121.849959,Broad Slough,-4.33,-7.39,-0.33,-11.72,-11.54
1494,July-Oct,38.060898,-121.850644,Broad Slough,-4.4,-7.36,-0.33,-11.76,-11.6
1495,July-Oct,38.062243,-121.851329,Broad Slough,-4.4,-7.36,-0.33,-11.76,-11.6
1496,July-Oct,38.027827,-121.75853,San Joaquin River,-2.95,-9.07,-0.42,-12.02,-11.43
1497,July-Oct,38.0277,-121.756705,San Joaquin River,-2.87,-9.9,-0.42,-12.77,-12.22
1498,July-Oct,38.02769,-121.754871,San Joaquin River,-2.81,-11.02,-0.42,-13.82,-13.31
1499,July-Oct,38.027681,-121.753038,San Joaquin River,-2.79,-11.27,-0.42,-14.06,-13.56
1500,July-Oct,38.027671,-121.751204,San Joaquin River,-2.81,-11.31,-0.42,-14.12,-13.64
1501,July-Oct,38.027661,-121.749371,San Joaquin River,-2.88,-10.71,-0.42,-13.59,-13.12
1502,July-Oct,38.027728,-121.74754,San Joaquin River,-2.97,-9.77,-0.42,-12.74,-12.3
1503,July-Oct,38.027802,-121.745709,San Joaquin River,-3.06,-9.58,-0.43,-12.64,-12.23
1504,July-Oct,38.027876,-121.743878,San Joaquin River,-3.06,-9.58,-0.43,-12.64,-12.23
1505,July-Oct,38.027949,-121.742046,San Joaquin River,-3.16,-9.49,-0.43,-12.65,-12.27
1506,July-Oct,38.028023,-121.740215,San Joaquin River,-3.2,-9.34,-0.43,-12.54,-12.18
1507,July-Oct,38.028096,-121.738384,San Joaquin River,-3.22,-9.14,-0.43,-12.35,-12.01
1508,July-Oct,38.02817,-121.736553,San Joaquin River,-3.22,-8.89,-0.43,-12.11,-11.77
1509,July-Oct,38.028243,-121.734722,San Joaquin River,-3.2,-8.62,-0.43,-11.82,-11.47
1510,July-Oct,38.028644,-121.732964,San Joaquin River,-3.1,-8.47,-0.43,-11.58,-11.2
1511,July-Oct,38.029268,-121.731352,San Joaquin River,-3.03,-8.37,-0.43,-11.4,-11
1512,July-Oct,38.030227,-121.729977,San Joaquin River,-3.03,-8.37,-0.43,-11.4,-11
1513,July-Oct,38.031122,-121.728539,San Joaquin River,-2.77,-8.57,-0.43,-11.34,-10.9
1514,July-Oct,38.031924,-121.727012,San Joaquin River,-2.55,-8.78,-0.43,-11.34,-10.86
1515,July-Oct,38.032727,-121.725485,San Joaquin River,-2.15,-9.34,-0.43,-11.5,-10.99
1516,July-Oct,38.03353,-121.723957,San Joaquin River,-2.15,-9.34,-0.43,-11.5,-10.99
1517,July-Oct,38.034332,-121.72243,San Joaquin River,-1.91,-9.6,-0.43,-11.51,-10.98
1518,July-Oct,38.035135,-121.720903,San Joaquin River,-1.61,-9.88,-0.43,-11.49,-10.95
1519,July-Oct,38.035632,-121.719193,San Joaquin River,-1.56,-9.84,-0.43,-11.39,-10.87
1520,July-Oct,38.036057,-121.71744,San Joaquin River,-1.6,-9.83,-0.43,-11.43,-10.93
1521,July-Oct,38.036481,-121.715686,San Joaquin River,-1.7,-9.99,-0.43,-11.69,-11.19
1522,July-Oct,38.036906,-121.713933,San Joaquin River,-1.7,-9.99,-0.43,-11.69,-11.19
1523,July-Oct,38.037331,-121.71218,San Joaquin River,-1.77,-10.04,-0.44,-11.82,-11.33
1524,July-Oct,38.038087,-121.710617,San Joaquin River,-1.78,-10.03,-0.44,-11.82,-11.34
1525,July-Oct,38.038852,-121.70906,San Joaquin River,-1.71,-9.91,-0.44,-11.61,-11.17
1526,July-Oct,38.039618,-121.707502,San Joaquin River,-1.65,-9.73,-0.44,-11.37,-10.96
1527,July-Oct,38.040383,-121.705944,San Joaquin River,-1.65,-9.73,-0.44,-11.37,-10.96
1528,July-Oct,38.041148,-121.704387,San Joaquin River,-1.56,-9.49,-0.45,-11.06,-10.69
1529,July-Oct,38.041913,-121.702829,San Joaquin River,-1.51,-9.42,-0.45,-10.93,-10.59
1530,July-Oct,38.042938,-121.701559,San Joaquin River,-1.44,-9.4,-0.45,-10.84,-10.51
1531,July-Oct,38.04406,-121.700398,San Joaquin River,-1.44,-9.4,-0.45,-10.84,-10.51
1532,July-Oct,38.045183,-121.699236,San Joaquin River,-1.42,-9.41,-0.46,-10.83,-10.48
1533,July-Oct,38.046305,-121.698075,San Joaquin River,-1.42,-9.41,-0.46,-10.83,-10.48
1534,July-Oct,38.047427,-121.696914,San Joaquin River,-1.47,-9.48,-0.46,-10.95,-10.58
1535,July-Oct,38.04855,-121.695752,San Joaquin River,-1.48,-9.73,-0.46,-11.21,-10.79
1536,July-Oct,38.049672,-121.694591,San Joaquin River,-1.48,-9.73,-0.46,-11.21,-10.79
1537,July-Oct,38.050794,-121.693429,San Joaquin River,-1.41,-10.01,-0.46,-11.41,-10.95
1538,July-Oct,38.051916,-121.692267,San Joaquin River,-1.41,-10.01,-0.46,-11.41,-10.95
1539,July-Oct,38.052982,-121.691023,San Joaquin River,-1.24,-10.09,-0.45,-11.33,-10.86
1540,July-Oct,38.054047,-121.689779,San Joaquin River,-1.24,-10.09,-0.45,-11.33,-10.86
1541,July-Oct,38.055113,-121.688535,San Joaquin River,-1.1,-9.95,-0.44,-11.05,-10.61
1542,July-Oct,38.056178,-121.687291,San Joaquin River,-1.03,-9.89,-0.43,-10.92,-10.49
1543,July-Oct,38.057089,-121.685873,San Joaquin River,-1.01,-9.7,-0.41,-10.71,-10.3
1544,July-Oct,38.057934,-121.684383,San Joaquin River,-0.97,-9.6,-0.4,-10.58,-10.17
1545,July-Oct,38.058779,-121.682892,San Joaquin River,-0.97,-9.21,-0.37,-10.18,-9.79
1546,July-Oct,38.059624,-121.681402,San Joaquin River,-0.99,-9.06,-0.35,-10.05,-9.64
1547,July-Oct,38.027122,-121.471516,San Joaquin River,-1.63,-19.69,-4.11,-21.32,-20.85
1548,July-Oct,38.026356,-121.46996,San Joaquin River,-1.63,-20.39,-4.26,-22.02,-21.58
1549,July-Oct,38.025588,-121.468406,San Joaquin River,-1.6,-21.06,-4.36,-22.66,-22.28
1550,July-Oct,38.024751,-121.466909,San Joaquin River,-1.59,-22.28,-4.45,-23.87,-23.52
1551,July-Oct,38.023742,-121.465634,San Joaquin River,-1.57,-25.11,-4.63,-26.68,-26.32
1552,July-Oct,38.022359,-121.465109,San Joaquin River,-1.56,-26.51,-4.7,-28.07,-27.7
1553,July-Oct,38.020945,-121.464704,San Joaquin River,-1.56,-26.51,-4.7,-28.07,-27.7
1554,July-Oct,38.019589,-121.464075,San Joaquin River,-1.55,-28.32,-4.76,-29.88,-29.51
1555,July-Oct,38.018389,-121.463065,San Joaquin River,-1.55,-30.17,-4.82,-31.72,-31.36
1556,July-Oct,38.017432,-121.461692,San Joaquin River,-1.55,-34.72,-4.96,-36.27,-35.98
1557,July-Oct,38.016282,-121.460613,San Joaquin River,-1.56,-36.75,-5.04,-38.31,-38.07
1558,July-Oct,38.015017,-121.45973,San Joaquin River,-1.55,-38.38,-5.14,-39.93,-39.68
1559,July-Oct,38.013723,-121.458918,San Joaquin River,-1.54,-40.4,-5.25,-41.94,-41.7
1560,July-Oct,38.012488,-121.457982,San Joaquin River,-1.54,-40.4,-5.25,-41.94,-41.7
1561,July-Oct,38.011337,-121.456929,San Joaquin River,-1.5,-47.82,-5.47,-49.32,-49.1
1562,July-Oct,38.010113,-121.45595,San Joaquin River,-1.47,-52.88,-5.59,-54.35,-54.19
1563,July-Oct,38.008838,-121.45508,San Joaquin River,-1.47,-58.8,-5.7,-60.27,-60.19
1564,July-Oct,38.007629,-121.45407,San Joaquin River,-1.46,-67.92,-5.81,-69.38,-69.5
1565,July-Oct,38.006365,-121.453177,San Joaquin River,-1.53,-86.5,-6.03,-88.03,-88.6
1566,July-Oct,38.005109,-121.452317,San Joaquin River,-1.53,-86.5,-6.03,-88.03,-88.6
1567,July-Oct,38.003837,-121.451441,San Joaquin River,-1.63,-98.6,-6.26,-100.24,-100.86
1568,July-Oct,38.002595,-121.450504,San Joaquin River,-1.63,-98.6,-6.26,-100.24,-100.86
1569,July-Oct,38.001326,-121.449647,San Joaquin River,-1.76,-101.29,-6.5,-103.05,-103.24
1570,July-Oct,38.026906,-121.473553,San Joaquin River nr McDonald Island,-1.66,-18.93,-3.99,-20.59,-20.05
1571,July-Oct,38.026636,-121.47535,San Joaquin River nr McDonald Island,-1.7,-18.16,-3.85,-19.86,-19.25
1572,July-Oct,38.026094,-121.477033,San Joaquin River nr McDonald Island,-1.74,-18.59,-3.83,-20.33,-19.72
1573,July-Oct,38.025175,-121.478428,San Joaquin River nr McDonald Island,-1.81,-17.66,-3.63,-19.46,-18.85
1594,July-Oct,38.022609,-121.513199,Columbia Cut,-0.22,-9.36,-0.17,-9.58,-9.26
1595,July-Oct,38.022016,-121.514871,Columbia Cut,-0.32,-9.1,0.01,-9.41,-9.22
1596,July-Oct,38.021818,-121.516282,Middle River,-0.33,-9.02,0.05,-9.35,-9.19
1597,July-Oct,38.031596,-121.580475,Old River,-0.34,-6.8,0.16,-7.14,-6.89
1598,July-Oct,38.032298,-121.578939,Old River,-0.5,-7.82,0.15,-8.32,-8.06
1599,July-Oct,38.033398,-121.577817,Old River,-0.62,-8.32,0.12,-8.95,-8.63
1600,July-Oct,38.034821,-121.577874,Old River,-0.73,-8.7,0.1,-9.44,-9.03
1601,July-Oct,38.036174,-121.578516,Old River,-0.73,-8.7,0.1,-9.44,-9.03
1602,July-Oct,38.037365,-121.579545,Old River,-0.87,-9.07,0.09,-9.94,-9.4
1603,July-Oct,38.038682,-121.580287,Old River,-0.98,-8.81,0.07,-9.79,-9.19
1604,July-Oct,38.040128,-121.580307,Old River,-0.98,-8.81,0.07,-9.79,-9.19
1605,July-Oct,38.041474,-121.579712,Old River,-1.19,-9.8,0.05,-10.99,-10.22
1606,July-Oct,38.042555,-121.578563,Old River,-1.26,-10.07,0.04,-11.33,-10.46
1607,July-Oct,38.043133,-121.576763,Old River,-1.22,-10.35,0.04,-11.58,-10.56
1608,July-Oct,38.043204,-121.574444,Old River,-1.16,-10.41,0.04,-11.57,-10.4
1609,July-Oct,38.037065,-121.48816,San Joaquin River nr Fern Island,-1.31,-15.05,-1.07,-16.36,-14.74
1610,July-Oct,38.036011,-121.486957,San Joaquin River nr Fern Island,-1.79,-13.96,-1.57,-15.75,-14.49
1611,July-Oct,38.035156,-121.485477,San Joaquin River nr Fern Island,-1.58,-14.66,-1.87,-16.24,-15.01
1612,July-Oct,38.034267,-121.484029,San Joaquin River nr Fern Island,-2.01,-13.42,-2.09,-15.43,-14.52
1613,July-Oct,38.0335,-121.482488,San Joaquin River nr Tule Island,-1.88,-13.8,-2.37,-15.67,-14.81
1614,July-Oct,38.032583,-121.481068,San Joaquin River nr Tule Island,-1.76,-14.09,-2.63,-15.85,-14.99
1615,July-Oct,38.031749,-121.479569,San Joaquin River nr Tule Island,-1.79,-14.6,-3.09,-16.38,-15.67
1616,July-Oct,38.030939,-121.478051,San Joaquin River nr Tule Island,-1.79,-14.6,-3.09,-16.38,-15.67
1617,July-Oct,38.030023,-121.476632,San Joaquin River nr Tule Island,-1.75,-16.18,-3.5,-17.92,-17.26
1618,July-Oct,38.029186,-121.475135,San Joaquin River nr Tule Island,-1.69,-17,-3.66,-18.68,-18.03
1619,July-Oct,38.028301,-121.473684,San Joaquin River nr Tule Island,-1.66,-18.93,-3.99,-20.59,-20.05
1620,July-Oct,38.038034,-121.489135,San Joaquin River nr Fern Island,-1.31,-15.05,-1.07,-16.36,-14.74
1621,July-Oct,38.038809,-121.490684,San Joaquin River nr Fern Island,-0.6,-16.04,-0.66,-16.64,-14.73
1622,July-Oct,38.039585,-121.492234,San Joaquin River nr Fern Island,-0.53,-15.23,-0.49,-15.77,-13.86
1623,July-Oct,38.04036,-121.493783,San Joaquin River,-0.22,-15.09,-0.47,-15.31,-13.35
1624,July-Oct,38.041135,-121.495333,San Joaquin River,0.29,-15.65,-0.52,-15.36,-13.51
1625,July-Oct,38.041911,-121.496883,San Joaquin River,0.42,-14.79,-0.68,-14.38,-12.75
1626,July-Oct,38.042693,-121.498421,San Joaquin River,0.63,-13.64,-1.08,-13.01,-12.17
1627,July-Oct,38.037587,-121.486494,Disappointment Slough,-1.23,-15.63,-1.36,-16.86,-15.3
1628,July-Oct,38.037877,-121.484699,Disappointment Slough,-1.04,-16.37,-1.65,-17.4,-15.85
1629,July-Oct,38.038511,-121.483059,Disappointment Slough,-0.59,-18.15,-1.71,-18.74,-16.97
1630,July-Oct,38.039369,-121.481603,Disappointment Slough,-0.7,-18.1,-1.9,-18.8,-17.06
1631,July-Oct,38.040423,-121.480363,Disappointment Slough,-0.38,-19.38,-1.68,-19.76,-17.74
1632,July-Oct,38.041568,-121.479245,Disappointment Slough,-0.52,-19.36,-1.79,-19.88,-17.76
1633,July-Oct,38.042684,-121.478083,Disappointment Slough,-0.4,-20.23,-1.59,-20.63,-18.29
1634,July-Oct,38.043608,-121.476687,Disappointment Slough,-0.46,-20.48,-1.55,-20.94,-18.57
1635,July-Oct,38.044049,-121.474943,Disappointment Slough,-0.51,-20.79,-1.46,-21.3,-18.94
1636,July-Oct,38.044848,-121.47342,Disappointment Slough,-0.46,-22.06,-1.03,-22.52,-20.09
1637,July-Oct,38.045718,-121.471953,Disappointment Slough,-0.46,-22.06,-1.03,-22.52,-20.09
1638,July-Oct,38.046595,-121.470498,Disappointment Slough,-0.43,-23.2,-0.62,-23.63,-21.19
1639,July-Oct,38.047282,-121.468902,Disappointment Slough,-0.43,-23.56,-0.44,-23.99,-21.49
1640,July-Oct,38.048316,-121.467668,Disappointment Slough,-0.44,-23.81,-0.3,-24.25,-21.7
1641,July-Oct,38.049242,-121.466258,Disappointment Slough,-0.43,-24.54,-0.18,-24.97,-22.42
1642,July-Oct,38.050151,-121.464833,Disappointment Slough,-0.46,-24.74,-0.1,-25.2,-22.74
1643,July-Oct,38.05092,-121.463303,Disappointment Slough,-0.51,-25.54,0,-26.05,-23.81
1644,July-Oct,38.051598,-121.46169,Disappointment Slough,-0.58,-24.89,0.01,-25.47,-23.4
1645,July-Oct,38.051729,-121.460166,Disappointment Slough,-0.58,-24.89,0.01,-25.47,-23.4
1646,July-Oct,38.042003,-121.572136,Old River,-1.08,-10.51,0.06,-11.58,-10.41
1647,July-Oct,38.040819,-121.571107,Old River,-1.04,-10.58,0.07,-11.61,-10.4
1648,July-Oct,38.039464,-121.570501,Old River,-0.97,-10.51,0.08,-11.49,-10.38
1649,July-Oct,38.038034,-121.5702,Old River,-0.9,-10.41,0.1,-11.31,-10.32
1670,July-Oct,38.047589,-122.116787,Carquinez Strait,-3.05,2.45,0.16,-0.59,2.35
1671,July-Oct,38.046603,-122.118122,Carquinez Strait,-3.24,2.49,0.18,-0.75,2.2
1672,July-Oct,38.045735,-122.119592,Carquinez Strait,-3.21,2.49,0.18,-0.72,2.23
1673,July-Oct,38.044868,-122.121062,Carquinez Strait,-3.21,2.54,0.19,-0.67,2.28
1674,July-Oct,38.044001,-122.122532,Carquinez Strait,-3.1,2.61,0.2,-0.49,2.44
1675,July-Oct,38.043134,-122.124002,Carquinez Strait,-2.98,2.66,0.21,-0.31,2.62
1676,July-Oct,38.042266,-122.125472,Carquinez Strait,-2.94,2.67,0.21,-0.26,2.66
1677,July-Oct,38.041399,-122.126942,Carquinez Strait,-2.79,2.72,0.22,-0.07,2.85
1678,July-Oct,38.040532,-122.128412,Carquinez Strait,-2.64,2.77,0.23,0.13,3.05
1679,July-Oct,38.039664,-122.129881,Carquinez Strait,-2.46,2.82,0.23,0.36,3.27
1680,July-Oct,38.038797,-122.131351,Carquinez Strait,-2.46,2.82,0.23,0.36,3.27
1681,July-Oct,38.037929,-122.132821,Carquinez Strait,-2.3,2.86,0.24,0.55,3.46
1682,July-Oct,38.037062,-122.134291,Carquinez Strait,-2.2,2.89,0.25,0.69,3.59
1683,July-Oct,38.036307,-122.135848,Carquinez Strait,-2.1,2.92,0.25,0.82,3.71
1684,July-Oct,38.03566,-122.137489,Carquinez Strait,-2.1,2.92,0.25,0.82,3.71
1685,July-Oct,38.035013,-122.13913,Carquinez Strait,-2.03,2.94,0.26,0.91,3.81
1686,July-Oct,38.034365,-122.140771,Carquinez Strait,-1.99,2.96,0.26,0.97,3.87
1687,July-Oct,38.033718,-122.142412,Carquinez Strait,-1.95,2.98,0.26,1.03,3.92
1688,July-Oct,38.033071,-122.144053,Carquinez Strait,-1.92,2.99,0.27,1.07,3.97
1689,July-Oct,38.033112,-122.145851,Carquinez Strait,-1.9,3,0.27,1.1,4
1690,July-Oct,38.033266,-122.147674,Carquinez Strait,-1.9,3,0.27,1.1,4
1691,July-Oct,38.03342,-122.149497,Carquinez Strait,-1.88,3.01,0.27,1.13,4.03
1731,July-Oct,38.042844,-121.528844,Mandeville Island Ch1,-0.66,-9.15,-0.17,-9.81,-10.57
1732,July-Oct,38.043692,-121.527357,Mandeville Island Ch1,-0.62,-9.22,-0.18,-9.84,-10.58
1733,July-Oct,38.044579,-121.525968,Mandeville Island Ch1,-0.79,-9.12,-0.19,-9.91,-10.53
1734,July-Oct,38.045701,-121.524813,Mandeville Island Ch1,-0.85,-9.22,-0.21,-10.06,-10.61
1735,July-Oct,38.046813,-121.523639,Mandeville Island Ch1,-1.14,-9.46,-0.24,-10.6,-10.85
1736,July-Oct,38.047931,-121.522472,Mandeville Island Ch1,-1.14,-9.46,-0.24,-10.6,-10.85
1737,July-Oct,38.049087,-121.521373,Mandeville Island Ch1,-1.41,-9.84,-0.28,-11.25,-11.25
1738,July-Oct,38.050377,-121.52057,Mandeville Island Ch1,-1.41,-9.84,-0.28,-11.25,-11.25
1739,July-Oct,38.051622,-121.519807,Mandeville Island Ch1,-1.56,-10.03,-0.29,-11.58,-11.44
1740,July-Oct,38.052886,-121.518942,Mandeville Island Ch1,-1.7,-10.17,-0.34,-11.87,-11.53
1741,July-Oct,38.053778,-121.517614,San Joaquin River nr Medford Island,-1.73,-10.08,-0.38,-11.82,-11.36
1742,July-Oct,38.041467,-121.412501,Disappointment Slough,-0.5,-6.02,0.86,-6.52,-4
1743,July-Oct,38.041282,-121.410683,Disappointment Slough,-0.46,-5.52,1.07,-5.98,-3.42
1744,July-Oct,38.041382,-121.40886,Disappointment Slough,-0.44,-5.16,1.26,-5.6,-3
1745,July-Oct,38.04171,-121.407076,Disappointment Slough,-0.42,-4.86,1.41,-5.28,-2.54
1746,July-Oct,38.041973,-121.405288,White Slough,-0.41,-4.58,1.52,-4.99,-2.03
1747,July-Oct,38.041778,-121.414635,Disappointment Slough,-0.58,-6.64,0.64,-7.21,-4.67
1748,July-Oct,38.04339,-121.419292,Disappointment Slough,-0.86,-8.54,0.21,-9.39,-6.94
1749,July-Oct,38.044323,-121.42012,Disappointment Slough,-1.04,-9.52,0.01,-10.55,-8.12
1769,July-Oct,38.042616,-121.404696,Pixley Slough,-0.43,-5.18,1.48,-5.61,-2.79
1770,July-Oct,38.0439,-121.405546,Pixley Slough,-0.43,-5.18,1.48,-5.61,-2.79
1771,July-Oct,38.045217,-121.406189,Pixley Slough,-0.46,-5.79,1.32,-6.25,-3.7
1780,July-Oct,38.043937,-121.499603,San Joaquin River,0.63,-13.64,-1.08,-13.01,-12.17
1781,July-Oct,38.044812,-121.501032,San Joaquin River,0.09,-12.36,-1.39,-12.26,-12.1
1782,July-Oct,38.045803,-121.502351,San Joaquin River,-0.57,-11.73,-1.39,-12.3,-12.05
1783,July-Oct,38.046868,-121.503556,San Joaquin River,-0.81,-11.43,-1.41,-12.24,-12.25
1784,July-Oct,38.048197,-121.50427,San Joaquin River,-1.56,-11.07,-1.32,-12.63,-12.29
1785,July-Oct,38.049518,-121.504796,San Joaquin River,-1.66,-10.98,-1.24,-12.64,-12.33
1786,July-Oct,38.050584,-121.506018,San Joaquin River,-1.99,-10.51,-1,-12.5,-11.92
1787,July-Oct,38.051487,-121.507355,San Joaquin River,-1.99,-10.51,-1,-12.5,-11.92
1788,July-Oct,38.052385,-121.508732,San Joaquin River,-2.05,-10.22,-0.86,-12.27,-11.56
1789,July-Oct,38.052993,-121.510352,San Joaquin River,-1.87,-9.95,-0.64,-11.81,-11.06
1790,July-Oct,38.053385,-121.5121,San Joaquin River,-1.83,-9.83,-0.53,-11.66,-10.95
1791,July-Oct,38.053987,-121.51376,San Joaquin River,-1.78,-9.94,-0.44,-11.72,-11.12
1792,July-Oct,38.054022,-121.515589,San Joaquin River,-1.78,-9.94,-0.44,-11.72,-11.12
1793,July-Oct,38.044946,-121.499316,Empire Tract Ch1,0.58,-13.12,-1.27,-12.54,-12.32
1794,July-Oct,38.046356,-121.499293,Empire Tract Ch1,0.58,-13.12,-1.27,-12.54,-12.32
1795,July-Oct,38.047671,-121.498547,Empire Tract Ch1,0.33,-12.71,-1.4,-12.38,-12.73
1796,July-Oct,38.048916,-121.497776,Empire Tract Ch1,-0.1,-12.68,-1.41,-12.78,-13.43
1797,July-Oct,38.050312,-121.497514,Empire Tract Ch1,0.05,-13.31,-1.34,-13.26,-13.81
1798,July-Oct,38.05172,-121.497802,Empire Tract Ch1,-0.59,-12.64,-1.34,-13.23,-13.93
1799,July-Oct,38.052777,-121.49883,Empire Tract Ch1,-1,-12.58,-1.24,-13.58,-14.15
1800,July-Oct,38.053834,-121.500004,Empire Tract Ch1,-1.22,-12.04,-1.21,-13.26,-13.59
1801,July-Oct,38.055236,-121.500451,Empire Tract Ch1,-1.51,-11.98,-1.08,-13.49,-13.57
1802,July-Oct,38.05666,-121.500793,Empire Tract Ch1,-1.73,-11.73,-0.97,-13.46,-13.28
1803,July-Oct,38.058088,-121.501095,Empire Tract Ch1,-1.73,-11.73,-0.97,-13.46,-13.28
1804,July-Oct,38.059525,-121.501046,Empire Tract Ch1,-1.83,-11.51,-0.87,-13.34,-12.93
1805,July-Oct,38.060826,-121.500269,Empire Tract Ch1,-1.78,-11.33,-0.78,-13.11,-12.52
1806,July-Oct,38.06218,-121.499634,Empire Tract Ch1,-1.58,-11.59,-0.82,-13.17,-12.76
1807,July-Oct,38.063608,-121.499479,Empire Tract Ch1,-1.45,-11.49,-0.76,-12.93,-12.39
1808,July-Oct,38.065005,-121.499959,Empire Tract Ch1,-1.29,-11.45,-0.67,-12.74,-12.05
1809,July-Oct,38.066382,-121.500388,Empire Tract Ch1,-1.29,-11.45,-0.67,-12.74,-12.05
1810,July-Oct,38.067772,-121.500872,Empire Tract Ch1,-1.03,-11.63,-0.64,-12.66,-11.96
1811,July-Oct,38.0691,-121.501546,Empire Tract Ch1,-0.89,-11.47,-0.62,-12.36,-11.62
1812,July-Oct,38.070501,-121.501908,Empire Tract Ch1,-0.93,-11.25,-0.6,-12.18,-11.29
1813,July-Oct,38.047861,-121.890761,Sacramento River,-2.41,-5.19,-0.26,-7.59,-5.97
1814,July-Oct,38.047129,-121.892331,Sacramento River,-2.47,-5.53,-0.26,-8.01,-5.74
1815,July-Oct,38.046418,-121.893928,Sacramento River,-2.54,-5.84,-0.27,-8.38,-5.73
1816,July-Oct,38.046015,-121.895679,Sacramento River,-2.59,-5.91,-0.28,-8.5,-6.16
1817,July-Oct,38.045771,-121.897487,Sacramento River,-2.62,-6.08,-0.29,-8.7,-6.41
1818,July-Oct,38.045527,-121.899295,Sacramento River,-2.66,-6.19,-0.3,-8.85,-7.07
1819,July-Oct,38.045284,-121.901103,Sacramento River,-2.68,-6.35,-0.3,-9.03,-7.74
1820,July-Oct,38.04504,-121.902911,Sacramento River,-2.7,-6.54,-0.31,-9.24,-8.22
1821,July-Oct,38.044843,-121.904726,Sacramento River,-2.71,-6.73,-0.31,-9.43,-8.46
1822,July-Oct,38.044747,-121.906556,Sacramento River,-2.71,-6.73,-0.32,-9.44,-8.48
1823,July-Oct,38.044702,-121.908388,Sacramento River,-2.72,-6.65,-0.33,-9.36,-8.41
1824,July-Oct,38.044761,-121.910215,Sacramento River,-2.73,-6.5,-0.34,-9.23,-8.28
1825,July-Oct,38.044933,-121.912036,Sacramento River,-2.75,-6.36,-0.35,-9.12,-8.16
1826,July-Oct,38.045058,-121.913862,Sacramento River,-2.79,-6.35,-0.36,-9.14,-8.17
1827,July-Oct,38.045052,-121.915696,Sacramento River,-2.79,-6.35,-0.36,-9.14,-8.17
1828,July-Oct,38.045265,-121.917509,Sacramento River,-2.82,-6.37,-0.36,-9.19,-8.21
1829,July-Oct,38.045482,-121.919322,Sacramento River,-2.88,-6.4,-0.36,-9.28,-8.28
1830,July-Oct,38.045796,-121.921111,Sacramento River,-2.93,-6.45,-0.35,-9.38,-8.37
1831,July-Oct,38.04619,-121.922874,Sacramento River,-2.94,-6.47,-0.32,-9.41,-8.39
1832,July-Oct,38.046704,-121.924589,Sacramento River,-2.89,-6.36,-0.24,-9.25,-8.21
1833,July-Oct,38.047247,-121.92629,Sacramento River,-2.89,-6.34,-0.19,-9.23,-8.17
1834,July-Oct,38.047617,-121.928039,Sacramento River,-2.89,-6.25,-0.14,-9.14,-8.07
1835,July-Oct,38.047929,-121.929828,Sacramento River,-2.9,-6.12,-0.1,-9.02,-7.94
1836,July-Oct,38.048258,-121.931614,Sacramento River,-2.9,-6.12,-0.1,-9.02,-7.94
1837,July-Oct,38.048973,-121.933203,Sacramento River,-2.86,-5.88,-0.05,-8.73,-7.67
1838,July-Oct,38.049507,-121.934903,Sacramento River,-2.86,-5.77,-0.04,-8.64,-7.58
1839,July-Oct,38.049997,-121.936629,Sacramento River,-2.94,-5.7,-0.06,-8.64,-7.58
1840,July-Oct,38.050488,-121.938355,Sacramento River,-3.06,-5.56,-0.09,-8.62,-7.55
1841,July-Oct,38.051093,-121.940018,Sacramento River,-3.22,-5.48,-0.15,-8.7,-7.63
1842,July-Oct,38.051747,-121.941655,Honker Bay,-3.22,-5.48,-0.15,-8.7,-7.63
1843,July-Oct,38.052419,-121.94328,Honker Bay,-3.39,-5.41,-0.21,-8.81,-7.73
1844,July-Oct,38.053161,-121.944856,Honker Bay,-3.48,-5.42,-0.27,-8.9,-7.83
1845,July-Oct,38.053902,-121.946432,Honker Bay,-3.52,-5.47,-0.33,-8.99,-7.93
1846,July-Oct,38.054433,-121.948137,Honker Bay,-3.51,-5.47,-0.39,-8.98,-7.9
