CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Regions	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA	NH4 (uM) (Tline) SA	Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	estDIN (uM) SA	estDOC (mg-C/L) SA	Orthophosphate (uM) SA
A3439	38.104872	-121.604100	Central Delta tidal zone	San Joaquin River	7/1/2021	6.68	0.91	23.81	857.67	8.19	8.02	95.12	9.85	3.26	28.88	5.88	30.94	23.76	851.19	0.43	4.05	13.79	1.25	19.11	21.18	72.16	6.55	7.58	2.47	2.20
A717	38.105665	-121.715610	Western Delta tidal zone	Sacramento River	7/1/2021	7.09	0.77	23.26	969.33	8.10	8.00	93.93	15.08	2.18	20.83	4.04	22.77	23.27	951.31	0.49	3.10	6.17	0.96	10.22	30.67	43.22	9.42	8.33	1.98	2.43
A3407	38.107897	-121.572416	Mokelumne tidal transition zone	Mokelumne River	7/1/2021	9.37	0.74	24.47	228.64	7.95	8.07	96.77	3.51	2.15	17.79	4.25	18.07	24.44	230.00	0.11	3.61	6.82	0.94	11.45	32.11	58.81	8.37	10.11	1.79	1.62
A4182	38.109293	-121.500685	Mokelumne tidal transition zone	Little Potato Slough	7/1/2021	8.45	1.04	24.70	167.61	7.70	7.96	95.84	3.11	2.34	28.85	4.43	30.35	24.70	171.66	0.08	4.09	4.41	0.72	9.21	44.46	48.29	7.82	9.50	2.47	1.35
A3405	38.108896	-121.575868	Mokelumne tidal transition zone	Mokelumne River	7/1/2021	9.76	0.78	24.53	220.87	7.94	8.14	97.60	3.53	2.08	16.80	4.19	17.09	24.50	221.37	0.11	3.67	6.44	0.95	11.15	33.79	56.72	8.69	10.54	1.73	1.61
A3955	38.109105	-121.693071	Western Delta tidal zone	Threemile Slough	7/1/2021	7.57	1.52	21.81	3637.43	7.97	8.04	92.65	9.71	1.87	25.69	3.57	27.65	21.76	3501.24	1.97	2.13	5.74	0.80	8.68	24.67	66.09	9.23	8.98	2.27	2.39
A1036	38.102086	-122.053211	Suisun Bay	Suisun Bay	7/1/2021	16.33	1.95	20.50	21359.84	7.95	7.92	94.88	69.63	4.78	31.54	6.68	41.57	20.47	20043.73	13.23	2.76	5.49	3.36	11.62	23.76	47.30	28.84	17.73	2.63	3.34
A715	38.105699	-121.711053	Western Delta tidal zone	Sacramento River	7/1/2021	7.40	1.01	23.07	1300.31	8.07	8.01	93.87	14.39	2.09	21.21	3.95	23.24	23.07	1272.25	0.68	2.98	5.99	0.89	9.86	30.39	55.67	9.00	8.99	2.00	2.43
A3403	38.110039	-121.579245	Mokelumne tidal transition zone	Mokelumne River	7/1/2021	9.95	0.83	24.52	210.54	7.92	8.06	96.66	3.29	1.85	16.47	3.87	16.80	24.50	212.05	0.10	3.53	6.14	0.77	10.45	34.32	58.14	7.46	10.76	1.71	1.57
A3945	38.110740	-121.683331	Western Delta tidal zone	Threemile Slough	7/1/2021	7.73	1.69	22.15	2993.21	8.00	8.09	93.67	9.72	1.82	25.18	3.52	27.14	22.11	2891.57	1.60	2.19	6.05	0.79	9.04	24.35	66.85	8.70	9.38	2.24	2.33
A4180	38.111677	-121.499352	Mokelumne tidal transition zone	Little Potato Slough	7/1/2021	8.42	1.08	24.64	166.81	7.69	7.85	94.44	3.00	2.37	28.88	4.50	30.38	24.64	170.43	0.08	4.06	4.43	0.77	9.26	43.87	47.64	8.29	9.49	2.47	1.35
A3953	38.111592	-121.691198	Western Delta tidal zone	Threemile Slough	7/1/2021	7.91	1.64	21.87	3584.43	7.98	8.05	92.82	10.39	1.84	25.56	3.49	27.61	21.82	3451.47	1.94	2.13	5.70	0.73	8.55	24.95	66.64	8.53	9.48	2.27	2.36
A3401	38.111603	-121.582372	Mokelumne tidal transition zone	Mokelumne River	7/1/2021	9.67	0.81	24.46	252.98	7.93	8.05	96.45	3.65	1.91	17.48	3.92	17.88	24.44	254.29	0.13	3.50	6.67	0.74	10.90	33.13	60.16	6.84	10.51	1.77	1.61
A713	38.108260	-121.708979	Western Delta tidal zone	Sacramento River	7/1/2021	7.74	0.89	22.89	1492.34	8.07	8.01	93.57	13.42	1.95	21.23	3.78	23.35	22.88	1454.15	0.79	2.82	5.78	0.80	9.41	29.94	63.45	8.41	8.88	2.00	2.39
A3947	38.113621	-121.682966	Western Delta tidal zone	Threemile Slough	7/1/2021	7.73	1.25	22.08	3109.38	7.99	8.08	93.39	9.92	1.78	25.13	3.43	27.12	22.04	2999.16	1.67	2.19	5.78	0.69	8.66	25.42	66.66	7.90	8.91	2.24	2.31
A711	38.111083	-121.707064	Western Delta tidal zone	Sacramento River	7/1/2021	8.33	0.86	22.47	2095.61	8.05	8.05	93.51	12.50	1.85	22.20	3.61	24.54	22.42	2037.41	1.12	2.61	5.62	0.71	8.95	29.09	63.45	7.93	9.14	2.06	2.36
A3951	38.113760	-121.688767	Western Delta tidal zone	Threemile Slough	7/1/2021	7.87	1.14	21.92	3424.41	7.98	8.02	92.56	10.69	1.74	25.15	3.35	27.17	21.88	3296.47	1.85	2.19	5.44	0.59	8.19	26.70	66.47	7.14	9.00	2.24	2.29
A4178	38.114336	-121.497893	Mokelumne tidal transition zone	Little Potato Slough	7/1/2021	8.21	1.19	24.61	164.60	7.70	7.72	92.81	2.78	2.38	28.22	4.52	29.62	24.61	168.13	0.08	4.00	4.44	0.82	9.27	43.19	47.35	8.90	9.35	2.43	1.33
A3949	38.115119	-121.685488	Western Delta tidal zone	Threemile Slough	7/1/2021	7.69	0.87	21.98	3263.57	7.98	8.05	92.91	10.34	1.74	25.10	3.36	27.12	21.94	3144.27	1.75	2.17	5.50	0.60	8.27	26.34	66.54	7.23	8.49	2.24	2.29
A3398	38.115480	-121.584845	Mokelumne tidal transition zone	Mokelumne River	7/1/2021	10.16	0.83	24.56	194.05	7.90	8.05	96.71	3.06	1.81	15.85	3.74	16.08	24.53	194.97	0.09	3.55	5.76	0.76	10.06	35.62	56.87	7.57	10.84	1.67	1.49
A709	38.113534	-121.705145	Western Delta tidal zone	Sacramento River	7/1/2021	8.50	0.79	22.27	2341.43	8.04	8.05	93.21	11.71	1.80	22.59	3.52	24.94	22.08	2269.55	1.26	2.54	5.63	0.66	8.82	28.69	63.74	7.47	8.94	2.09	2.32
A3333	38.116992	-121.496338	Mokelumne tidal transition zone	South Mokelumne River	7/1/2021	8.11	1.25	24.63	163.18	7.70	7.69	92.47	2.69	2.32	27.66	4.42	28.84	24.63	166.64	0.08	3.97	4.44	0.84	9.25	42.96	47.79	9.10	9.32	2.39	1.33
A707	38.115674	-121.702639	Western Delta tidal zone	Sacramento River	7/1/2021	8.17	0.76	22.44	2033.48	8.05	7.98	92.61	11.62	1.81	21.84	3.48	23.92	22.19	1973.26	1.10	2.61	5.61	0.64	8.87	29.36	63.27	7.25	8.51	2.06	2.29
A3396	38.118452	-121.584781	Mokelumne tidal transition zone	Mokelumne River	7/1/2021	10.46	0.79	24.60	164.39	7.89	8.04	96.59	2.79	1.83	14.78	3.67	14.95	24.57	164.70	0.08	3.59	5.17	0.77	9.52	37.69	54.50	8.04	11.13	1.61	1.37
A3331	38.119245	-121.495036	Mokelumne tidal transition zone	South Mokelumne River	7/1/2021	8.06	1.30	24.67	162.81	7.70	7.68	92.48	2.63	2.29	27.21	4.35	28.26	24.67	166.43	0.08	4.01	4.44	0.85	9.30	43.16	47.67	9.15	9.34	2.37	1.33
A705	38.117996	-121.700464	Western Delta tidal zone	Sacramento River	7/1/2021	7.26	0.67	23.11	873.50	8.09	7.81	91.46	11.97	1.82	19.28	3.45	20.72	23.01	852.10	0.44	2.80	5.63	0.65	9.09	30.82	61.86	7.19	7.75	1.90	2.22
A3394	38.121022	-121.583127	Mokelumne tidal transition zone	Mokelumne River	7/1/2021	10.41	0.79	24.59	158.00	7.88	8.01	96.26	2.69	1.73	14.73	3.54	14.89	24.56	158.76	0.08	3.45	5.05	0.67	9.16	37.60	55.16	7.28	11.00	1.60	1.33
A703	38.120354	-121.698267	Western Delta tidal zone	Sacramento River	7/1/2021	7.08	0.66	23.18	697.61	8.09	7.77	91.09	11.71	1.79	18.82	3.42	20.13	23.21	681.01	0.36	2.79	5.60	0.64	9.03	30.86	62.05	7.07	7.73	1.86	2.20
A3327	38.123204	-121.499548	Mokelumne tidal transition zone	South Mokelumne River	7/1/2021	8.08	1.55	24.76	166.00	7.70	7.55	90.95	2.69	2.14	28.19	4.05	28.51	24.76	168.60	0.08	3.87	4.41	0.82	9.08	42.55	48.64	8.99	9.64	2.43	1.32
A3392	38.123499	-121.581195	Mokelumne tidal transition zone	Mokelumne River	7/1/2021	10.24	0.81	24.58	155.33	7.87	7.98	95.81	2.62	1.62	14.87	3.39	15.05	24.55	156.42	0.08	3.32	5.00	0.58	8.90	37.20	56.15	6.47	10.79	1.61	1.29
A701	38.123000	-121.696791	Western Delta tidal zone	Sacramento River	7/1/2021	7.08	0.66	23.14	718.46	8.09	7.77	90.99	11.39	1.76	18.80	3.40	20.10	23.15	700.35	0.38	2.79	5.58	0.59	8.96	31.05	62.34	6.56	7.74	1.86	2.18
A3325	38.124553	-121.496343	Mokelumne tidal transition zone	South Mokelumne River	7/1/2021	8.11	1.65	24.79	168.81	7.70	7.49	90.37	2.76	2.14	28.84	4.07	29.26	24.79	171.73	0.08	3.88	4.40	0.80	9.06	42.85	48.62	8.78	9.76	2.47	1.34
A3390	38.126042	-121.579567	Mokelumne tidal transition zone	Mokelumne River	7/1/2021	10.36	0.78	24.60	147.76	7.83	7.95	95.44	2.60	1.54	14.40	3.29	14.60	24.57	149.72	0.07	3.27	4.84	0.57	8.69	37.58	55.58	6.52	10.90	1.58	1.21
A699	38.125628	-121.695282	Western Delta tidal zone	Sacramento River	7/1/2021	7.09	0.67	23.11	750.55	8.08	7.77	90.94	11.15	1.74	18.82	3.37	20.09	23.10	730.94	0.40	2.78	5.51	0.55	8.84	31.36	62.37	5.88	7.76	1.87	2.15
A3323	38.127850	-121.496666	Mokelumne tidal transition zone	South Mokelumne River	7/1/2021	8.21	1.95	24.91	181.39	7.67	7.26	87.75	3.00	2.21	32.27	4.19	32.73	24.90	184.51	0.09	3.98	4.41	0.69	9.07	43.83	48.16	7.64	10.17	2.68	1.39
A3321	38.129084	-121.499824	Mokelumne tidal transition zone	South Mokelumne River	7/1/2021	8.33	2.03	24.92	183.63	7.66	7.20	86.98	3.08	2.19	33.08	4.16	33.44	24.92	186.04	0.09	4.00	4.40	0.66	9.05	44.13	48.11	7.32	10.36	2.73	1.39
A3094	38.129879	-121.583824	North Delta tidal transition zone	Georgiana Slough	7/1/2021	12.10	0.41	24.75	142.47	7.83	8.03	96.69	2.81	1.59	11.11	3.42	11.34	24.72	145.48	0.07	3.62	4.60	0.77	8.99	40.24	51.09	8.59	12.29	1.38	1.17
A3319	38.129695	-121.503454	Mokelumne tidal transition zone	South Mokelumne River	7/1/2021	8.50	2.09	24.94	191.86	7.64	7.08	85.57	3.19	2.29	35.48	4.32	35.89	24.94	193.20	0.09	4.10	4.44	0.62	9.16	44.70	48.36	6.81	10.60	2.88	1.41
A697	38.128173	-121.693600	Western Delta tidal zone	Sacramento River	7/1/2021	7.11	0.69	23.19	554.52	8.08	7.76	90.83	10.57	1.72	18.30	3.28	19.39	23.18	543.39	0.30	2.79	5.46	0.51	8.76	31.73	62.20	4.64	7.80	1.85	2.11
A3096	38.130346	-121.580210	North Delta tidal transition zone	Georgiana Slough	7/1/2021	11.15	0.63	24.68	142.40	7.81	7.94	95.49	2.66	1.52	12.93	3.30	13.48	24.63	145.16	0.07	3.38	4.58	0.63	8.60	39.19	53.40	7.17	11.50	1.49	1.17
A3092	38.130115	-121.587393	North Delta tidal transition zone	Georgiana Slough	7/1/2021	12.28	0.35	24.77	142.93	7.84	8.11	97.74	2.80	1.57	10.78	3.38	11.01	24.74	146.04	0.08	3.66	4.56	0.79	9.01	40.63	51.12	8.72	12.73	1.36	1.15
A3387	38.129620	-121.576661	Mokelumne tidal transition zone	Mokelumne River	7/1/2021	10.19	0.83	24.59	144.59	7.80	7.90	94.84	2.53	1.47	14.68	3.20	15.03	24.55	146.92	0.07	3.17	4.69	0.52	8.40	37.70	55.91	6.01	10.83	1.60	1.18
A3385	38.130931	-121.573832	Mokelumne tidal transition zone	Mokelumne River	7/1/2021	9.48	0.97	24.50	143.10	7.76	7.84	93.96	2.24	1.26	15.56	2.89	15.61	24.47	145.55	0.07	2.85	4.56	0.28	7.70	37.03	59.37	3.58	10.48	1.65	1.12
A3317	38.131710	-121.506087	Mokelumne tidal transition zone	South Mokelumne River	7/1/2021	8.62	2.20	24.98	204.26	7.61	6.93	83.80	3.30	2.47	38.79	4.58	39.57	24.98	206.17	0.10	4.29	4.46	0.61	9.36	45.83	46.79	6.52	10.83	3.08	1.46
A695	38.130808	-121.692024	Western Delta tidal zone	Sacramento River	7/1/2021	7.13	0.69	23.16	580.09	8.08	7.76	90.87	10.00	1.68	18.34	3.20	19.36	23.17	566.54	0.33	2.78	5.46	0.49	8.72	31.75	62.46	4.57	7.83	1.86	2.10
A3090	38.132130	-121.589886	North Delta tidal transition zone	Georgiana Slough	7/1/2021	12.56	0.31	24.81	140.79	7.83	8.14	98.11	2.77	1.55	10.34	3.35	10.60	24.77	144.37	0.07	3.70	4.47	0.82	8.99	41.17	48.21	8.87	13.02	1.33	1.12
A3383	38.132306	-121.570574	Mokelumne tidal transition zone	Mokelumne River	7/1/2021	9.54	1.02	24.49	142.15	7.76	7.86	94.34	2.14	1.20	14.84	2.78	14.63	24.47	144.65	0.07	2.80	4.53	0.21	7.53	37.18	60.73	2.72	10.56	1.61	1.10
A3228	38.133628	-121.568539	Mokelumne tidal transition zone	North Mokelumne River	7/1/2021	9.41	1.06	24.48	141.80	7.77	7.88	94.56	2.08	1.17	14.40	2.74	14.07	24.46	144.16	0.07	2.80	4.53	0.18	7.52	37.30	61.90	2.45	10.49	1.58	1.07
A3088	38.134317	-121.592329	North Delta tidal transition zone	Georgiana Slough	7/1/2021	12.66	0.25	24.82	140.69	7.83	8.11	97.79	2.64	1.56	10.64	3.32	10.90	24.79	144.41	0.07	3.72	4.44	0.84	8.99	41.43	42.23	7.79	13.16	1.35	1.06
A3315	38.134358	-121.506535	Mokelumne tidal transition zone	South Mokelumne River	7/1/2021	8.75	2.34	25.00	219.78	7.58	6.76	81.86	3.40	2.75	42.70	4.99	44.14	25.01	223.86	0.11	4.65	4.46	0.73	9.83	47.31	42.11	7.46	11.11	3.32	1.55
A693	38.133771	-121.691922	Western Delta tidal zone	Sacramento River	7/1/2021	7.03	0.66	23.24	418.58	8.08	7.76	90.92	9.25	1.66	17.96	3.13	18.82	23.25	410.57	0.21	2.85	5.52	0.47	8.85	32.16	62.29	4.07	7.75	1.83	2.07
A3226	38.134932	-121.565084	Mokelumne tidal transition zone	North Mokelumne River	7/1/2021	8.97	1.00	24.49	140.20	7.79	7.91	94.95	2.00	1.17	13.20	2.79	13.14	24.47	142.55	0.07	2.94	4.48	0.26	7.68	38.29	52.10	3.37	9.97	1.51	1.02
A3313	38.136222	-121.503745	Mokelumne tidal transition zone	South Mokelumne River	7/1/2021	8.83	2.35	24.97	222.76	7.58	6.78	81.91	3.51	2.90	43.24	5.19	45.24	24.98	228.04	0.11	4.74	4.47	0.77	9.96	47.54	36.57	7.67	11.21	3.35	1.59
A3224	38.136367	-121.561876	Mokelumne tidal transition zone	North Mokelumne River	7/1/2021	8.29	0.80	24.52	139.20	7.80	7.95	95.37	2.01	1.32	12.62	2.99	12.59	24.50	141.81	0.07	3.13	4.47	0.42	8.01	39.05	46.46	5.23	9.38	1.48	0.97
A3086	38.136469	-121.594798	North Delta tidal transition zone	Georgiana Slough	7/1/2021	12.79	0.24	24.82	140.91	7.83	8.10	97.67	2.66	1.59	11.08	3.36	11.28	24.79	144.63	0.07	3.76	4.44	0.87	9.06	41.48	41.77	8.08	13.20	1.38	1.02
A3222	38.136700	-121.558276	Mokelumne tidal transition zone	North Mokelumne River	7/1/2021	8.09	0.74	24.53	139.24	7.80	7.97	95.58	2.02	1.40	12.66	3.08	12.65	24.51	141.93	0.07	3.18	4.48	0.47	8.12	39.09	51.56	5.69	9.34	1.48	0.95
A691	38.136580	-121.691106	Western Delta tidal zone	Sacramento River	7/1/2021	6.99	0.62	23.27	394.20	8.08	7.76	91.01	8.81	1.65	17.90	3.09	18.70	23.27	386.64	0.18	2.90	5.50	0.45	8.87	32.63	62.04	3.96	7.67	1.82	2.06
A3084	38.138890	-121.596721	North Delta tidal transition zone	Georgiana Slough	7/1/2021	12.89	0.29	24.81	141.25	7.83	8.10	97.72	2.72	1.65	11.63	3.45	11.78	24.78	144.91	0.07	3.82	4.46	0.92	9.20	41.49	44.73	9.12	13.28	1.41	0.99
A3311	38.138859	-121.504214	Mokelumne tidal transition zone	South Mokelumne River	7/1/2021	8.83	2.25	24.96	226.49	7.58	6.80	82.20	3.52	3.04	43.95	5.43	46.44	24.97	232.59	0.11	4.86	4.48	0.81	10.14	47.90	37.47	7.94	11.10	3.39	1.63
A3220	38.139258	-121.557741	Mokelumne tidal transition zone	North Mokelumne River	7/1/2021	7.87	0.61	24.56	139.51	7.82	8.02	96.25	2.00	1.55	12.47	3.30	12.54	24.54	142.40	0.07	3.32	4.47	0.58	8.39	39.60	57.36	6.65	9.32	1.47	0.93
A689	38.139442	-121.690408	Western Delta tidal zone	Sacramento River	7/1/2021	6.96	0.57	23.29	373.13	8.08	7.76	91.12	8.33	1.64	17.84	3.06	18.58	23.29	367.22	0.15	2.94	5.47	0.42	8.87	33.19	61.75	3.77	7.59	1.81	2.06
A4149	38.140635	-121.478623	Mokelumne tidal transition zone	Sycamore Slough	7/1/2021	5.14	0.45	25.26	227.98	7.73	7.32	89.05	1.94	3.37	39.61	6.21	40.75	25.26	235.99	0.11	5.79	5.34	0.69	11.83	48.91	44.74	5.86	5.63	3.13	1.46
A4146	38.139877	-121.483190	Mokelumne tidal transition zone	Sycamore Slough	7/1/2021	5.96	0.83	25.21	227.10	7.70	7.19	87.42	2.12	3.49	40.27	6.32	41.47	25.20	234.68	0.11	5.80	5.19	0.84	11.82	49.07	44.12	7.10	6.80	3.17	1.49
A4157	38.140455	-121.465512	Mokelumne tidal transition zone	Sycamore Slough	7/1/2021	2.62	0.00	25.29	228.60	7.93	8.00	97.38	3.02	4.14	36.62	8.24	39.39	25.27	236.50	0.11	5.58	5.79	1.05	12.45	44.78	50.88	8.48	3.51	2.94	1.38
A4134	38.140879	-121.499878	Mokelumne tidal transition zone	Sycamore Slough	7/1/2021	8.69	1.91	24.98	228.53	7.59	6.85	82.88	3.29	3.24	44.51	5.80	46.88	24.97	235.35	0.12	5.11	4.54	0.89	10.54	48.44	39.64	8.45	10.62	3.43	1.63
A4144	38.140453	-121.486168	Mokelumne tidal transition zone	Sycamore Slough	7/1/2021	6.34	1.02	25.17	226.48	7.68	7.13	86.65	2.25	3.55	40.56	6.37	41.86	25.16	233.69	0.11	5.78	5.10	0.92	11.79	48.97	43.47	7.82	7.36	3.18	1.51
A3082	38.141470	-121.598405	North Delta tidal transition zone	Georgiana Slough	7/1/2021	12.93	0.40	24.80	141.48	7.83	8.12	97.90	2.82	1.72	12.10	3.55	12.24	24.76	145.08	0.07	3.87	4.48	0.95	9.29	41.61	48.55	10.05	13.36	1.44	0.96
A3218	38.141576	-121.560076	Mokelumne tidal transition zone	North Mokelumne River	7/1/2021	8.02	0.53	24.57	139.52	7.84	8.03	96.38	1.96	1.57	12.08	3.37	12.18	24.55	142.43	0.07	3.37	4.45	0.64	8.47	39.78	47.43	7.43	9.21	1.44	0.93
A3309	38.141663	-121.504077	Mokelumne tidal transition zone	South Mokelumne River	7/1/2021	8.76	2.13	24.96	228.88	7.58	6.81	82.43	3.44	3.12	44.62	5.59	47.23	24.95	235.39	0.11	4.94	4.50	0.81	10.23	48.23	39.73	7.89	10.93	3.43	1.66
A4142	38.141489	-121.489239	Mokelumne tidal transition zone	Sycamore Slough	7/1/2021	7.08	1.30	25.10	225.46	7.65	7.03	85.23	2.50	3.56	41.45	6.34	42.93	25.08	231.68	0.11	5.67	4.94	1.00	11.61	48.75	42.48	8.59	8.38	3.24	1.54
A4155	38.141974	-121.468782	Mokelumne tidal transition zone	Sycamore Slough	7/1/2021	3.19	0.05	25.28	229.01	7.88	7.81	95.06	2.74	3.97	37.57	7.75	39.94	25.26	236.84	0.11	5.65	5.71	0.96	12.31	45.87	43.76	7.76	3.84	3.00	1.40
A4153	38.142996	-121.472003	Mokelumne tidal transition zone	Sycamore Slough	7/1/2021	3.56	0.12	25.28	228.94	7.84	7.66	93.21	2.42	3.77	38.09	7.17	40.10	25.26	236.82	0.11	5.70	5.65	0.83	12.18	46.83	39.66	6.80	4.05	3.03	1.41
A687	38.142225	-121.689413	Western Delta tidal zone	Sacramento River	7/1/2021	6.96	0.43	23.28	389.80	8.07	7.79	91.31	7.59	1.56	17.86	2.98	18.55	23.28	362.74	0.18	2.98	5.45	0.36	8.79	33.83	62.00	3.98	7.45	1.80	2.08
A4151	38.142431	-121.475619	Mokelumne tidal transition zone	Sycamore Slough	7/1/2021	4.35	0.24	25.28	228.92	7.77	7.40	90.20	1.89	3.38	39.09	6.19	40.41	25.28	237.03	0.11	5.77	5.51	0.62	11.90	48.49	38.74	5.20	4.63	3.09	1.44
A4136	38.143159	-121.497713	Mokelumne tidal transition zone	Sycamore Slough	7/1/2021	8.50	1.68	25.00	230.15	7.59	6.87	83.16	3.12	3.38	44.68	6.03	47.00	24.98	237.11	0.12	5.34	4.62	0.96	10.92	48.84	41.49	8.83	10.19	3.44	1.63
A4140	38.143252	-121.491205	Mokelumne tidal transition zone	Sycamore Slough	7/1/2021	7.48	1.35	25.07	227.65	7.63	6.96	84.39	2.65	3.56	42.67	6.31	44.25	25.05	233.86	0.11	5.66	4.87	1.03	11.55	48.95	42.13	8.92	8.83	3.31	1.58
A3307	38.143910	-121.506241	Mokelumne tidal transition zone	South Mokelumne River	7/1/2021	8.45	2.07	24.94	232.45	7.55	6.71	81.28	3.34	3.07	46.55	5.56	48.64	24.93	238.48	0.11	4.99	4.47	0.73	10.18	48.99	44.05	7.25	10.70	3.55	1.71
A3080	38.143891	-121.600345	North Delta tidal transition zone	Georgiana Slough	7/1/2021	12.83	0.61	24.79	141.39	7.83	8.14	98.14	2.90	1.77	12.11	3.64	12.29	24.76	144.94	0.07	3.89	4.46	0.96	9.32	41.78	48.01	10.33	13.46	1.44	0.92
A3216	38.144358	-121.559050	Mokelumne tidal transition zone	North Mokelumne River	7/1/2021	8.62	0.33	24.59	140.65	7.86	8.02	96.36	1.87	1.76	11.64	3.68	11.81	24.57	143.69	0.07	3.56	4.33	0.90	8.79	40.51	49.13	10.21	9.19	1.41	0.93
A4138	38.144062	-121.494655	Mokelumne tidal transition zone	Sycamore Slough	7/1/2021	8.17	1.49	25.02	229.88	7.60	6.90	83.52	2.96	3.46	44.29	6.15	46.32	25.00	236.67	0.11	5.49	4.70	1.01	11.20	49.03	42.18	9.01	9.66	3.41	1.63
A3214	38.145222	-121.555451	Mokelumne tidal transition zone	North Mokelumne River	7/1/2021	8.73	0.32	24.58	141.08	7.86	8.01	96.14	1.87	1.69	11.86	3.55	11.98	24.57	144.19	0.07	3.54	4.29	0.79	8.60	41.10	50.88	8.71	9.36	1.43	0.91
A3212	38.145725	-121.551898	Mokelumne tidal transition zone	North Mokelumne River	7/1/2021	9.24	0.44	24.61	142.12	7.85	7.97	95.71	1.87	1.70	12.41	3.58	12.56	24.60	145.37	0.07	3.57	4.19	0.84	8.59	41.60	48.99	7.11	9.75	1.46	0.90
A685	38.145109	-121.688753	Western Delta tidal zone	Sacramento River	7/1/2021	6.93	0.40	23.28	360.03	8.07	7.80	91.59	7.68	1.55	17.74	2.98	18.42	23.28	334.63	0.17	3.01	5.56	0.31	8.88	33.86	62.59	3.57	7.38	1.79	2.10
A3078	38.146639	-121.600708	North Delta tidal transition zone	Georgiana Slough	7/1/2021	12.75	0.65	24.80	141.22	7.83	8.14	98.17	2.89	1.79	11.86	3.66	12.04	24.77	144.76	0.07	3.89	4.44	1.01	9.33	41.68	47.61	10.86	13.46	1.43	0.91
A3305	38.146666	-121.508801	Mokelumne tidal transition zone	South Mokelumne River	7/1/2021	8.32	2.14	24.92	235.39	7.53	6.64	80.32	3.38	3.07	48.06	5.55	49.83	24.91	241.24	0.11	5.00	4.45	0.73	10.18	49.14	43.73	7.12	10.67	3.65	1.71
A3067	38.146916	-121.587492	North Delta tidal transition zone	Georgiana Slough	7/1/2021	12.67	0.62	24.83	140.47	7.82	8.12	97.97	3.16	1.83	10.33	3.77	10.58	24.80	144.22	0.07	3.88	4.29	0.98	9.15	42.45	45.13	10.82	13.21	1.33	1.18
A3210	38.147249	-121.549013	Mokelumne tidal transition zone	North Mokelumne River	7/1/2021	9.34	0.56	24.63	142.50	7.84	7.95	95.58	1.90	1.70	12.88	3.59	13.05	24.61	145.77	0.07	3.57	4.15	0.86	8.58	41.64	48.68	6.95	9.97	1.49	0.90
A3208	38.147638	-121.545745	Mokelumne tidal transition zone	North Mokelumne River	7/1/2021	9.53	0.73	24.64	143.15	7.83	7.92	95.21	1.94	1.71	13.46	3.64	13.66	24.62	146.30	0.07	3.57	4.11	0.89	8.56	41.72	48.14	8.78	10.30	1.53	0.90
A3206	38.148489	-121.543397	Mokelumne tidal transition zone	North Mokelumne River	7/1/2021	9.61	0.75	24.62	142.89	7.81	7.88	94.71	1.95	1.77	13.00	3.72	13.13	24.59	145.91	0.07	3.62	4.07	0.93	8.61	42.04	47.34	10.32	10.32	1.50	0.89
A3070	38.148452	-121.591235	North Delta tidal transition zone	Georgiana Slough	7/1/2021	12.61	0.60	24.84	140.81	7.83	8.13	98.07	3.09	1.88	10.53	3.87	10.71	24.81	144.56	0.07	3.89	4.29	1.06	9.24	42.11	46.05	11.51	13.27	1.35	1.06
A683	38.147878	-121.687732	Western Delta tidal zone	Sacramento River	7/1/2021	6.89	0.37	23.24	351.88	8.05	7.81	91.62	7.60	1.50	17.54	2.91	18.20	23.25	301.92	0.17	3.00	5.66	0.23	8.88	33.84	63.77	2.53	7.29	1.77	2.14
A3303	38.148860	-121.504738	Mokelumne tidal transition zone	South Mokelumne River	7/1/2021	8.26	2.00	24.89	235.55	7.54	6.66	80.59	3.46	3.16	48.42	5.69	50.48	24.88	241.89	0.12	5.04	4.46	0.79	10.28	49.05	43.53	7.70	10.36	3.67	1.71
A3076	38.149149	-121.598915	North Delta tidal transition zone	Georgiana Slough	7/1/2021	12.63	0.65	24.81	140.98	7.83	8.13	98.09	2.87	1.82	11.41	3.72	11.61	24.78	144.53	0.07	3.88	4.40	1.06	9.33	41.61	47.15	11.42	13.40	1.40	0.90
A3065	38.149602	-121.586895	North Delta tidal transition zone	Georgiana Slough	7/1/2021	12.68	0.67	24.85	140.73	7.82	8.13	98.15	3.14	1.85	10.36	3.83	10.60	24.82	144.50	0.07	3.89	4.27	1.05	9.20	42.32	45.65	11.39	13.30	1.33	1.21
