Timestamp (PST) DS	Station ID DS	Station Abbrev. DS	BGC ID DS	Chla (ug/L) DS	Chla Rmk DS	Pheophytin (ug/L) DS	5 micron Chla (ug/L) DS	5 micron Chla Rmk DS	5 micron Pheophytin (ug/L) DS	5 micron Pheophytin Rmk DS	NH4 (mg-N/L) DS lab reported	NH4 Rmk DS	NO2 (mg-N/L) DS lab reported	NO2 Rmk DS	NO2 + NO3 (mg-N/L) DS lab reported	NO2 + NO3 Rmk DS	PO4 (mg-P/L) DS lab reported	PO4 Rmk DS	TDN (mg-N/L) DS lab reported	TDN Rmk DS	TDP (mg-P/L) DS lab reported	TDP Rmk DS	NH4 (uM) DS	NO2 (uM) DS	NO2 + NO3 (uM) DS	PO4 (uM) DS	TDN (uM) DS	TDP (uM) DS	estDIN (uM) DS	estDON (uM) DS	PC (mg-C/L) DS lab reported	PC Rmk DS	PN (mg-N/L) DS lab reported	PN Rmk DS	SS mass recovered (g) DS	SSC (mg/L) DS	SSC Rmk DS	DOC (mg-C/L) DS	DOC Rmk DS	Peak fDOM (RU) DS	Peak fDOM Rmk DS	A254 (AU/cm) DS	A254 Rmk DS	A280 (AU/cm) DS	A280 Rmk DS	A370 (AU/cm) DS	A370 Rmk DS	A412 (AU/cm) DS	A412 Rmk DS	A440 (AU/cm) DS	A440 Rmk DS	Sag 275-295 nm DS	Sag 290-350 nm DS	Sag 350-400 nm DS	Sag 412-676 nm DS	Sag 412-676 nm Rmk DS	Peak A (RU) DS	Peak A Rmk DS	Peak B (RU) DS	Peak B Rmk DS	Peak C (RU) DS	Peak C Rmk DS	Peak D (RU) DS	Peak D Rmk DS	Peak M (RU) DS	Peak M Rmk DS	Peak N (RU) DS	Peak N Rmk DS	Peak T (RU) DS	Peak T Rmk DS	FI DS	HIX DS	HIX Rmk DS	Water Temp (deg. C) (EXO) DS	Sp Cond (uS/cm) (EXO) DS	Salinity (PSU) (EXO) DS	pH (EXO) DS	DO (mg/L) (EXO) DS	DO (%sat) (EXO) DS	Turb (FNU) (EXO) DS	fCHL (ug/L) (EXO) DS	fDOM (QSU) (EXO) DS
07/20/2023 14:01	7/20/2023-54	54	BGC011031	NA	NA	NA	NA	NA	NA	NA	0.010	E	0.0012	E	0.0823	NA	0.0193	NA	NA	NA	NA	NA	0.71	0.09	5.88	0.62	NA	NA	6.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2023 14:06	7/20/2023-55	55	BGC011032	NA	NA	NA	NA	NA	NA	NA	0.010	E	0.0011	E	0.0713	NA	0.0192	NA	NA	NA	NA	NA	0.71	0.08	5.09	0.62	NA	NA	5.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2023 14:11	7/20/2023-56	56	BGC011033	NA	NA	NA	NA	NA	NA	NA	0.011	E	0.0014	E	0.0965	NA	0.0209	NA	NA	NA	NA	NA	0.79	0.10	6.89	0.67	NA	NA	7.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2023 14:17	7/20/2023-57	57	BGC011034	NA	NA	NA	NA	NA	NA	NA	0.010	E	0.0009	<	0.0557	NA	0.0176	NA	NA	NA	NA	NA	0.71	0.03	3.98	0.57	NA	NA	4.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2023 14:28	7/20/2023-58	58	BGC011035	NA	NA	NA	NA	NA	NA	NA	0.009	<	0.0009	<	0.0678	NA	0.0180	NA	NA	NA	NA	NA	0.32	0.03	4.84	0.58	NA	NA	5.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
07/20/2023 14:34	11447540	WSPIER	BGC010925	NA	NA	NA	NA	NA	NA	NA	0.009	<	0.0012	E	0.0658	NA	0.0178	NA	0.12	E	0.0196	NA	0.32	0.09	4.70	0.57	8.57	0.63	5.10	3.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 08:01	380640121405701	3MILE	BGC011868	NA	NA	NA	NA	NA	NA	NA	0.014	E	0.0016	E	0.138	NA	0.0396	NA	0.29	NA	0.0431	NA	1.00	0.11	9.85	1.28	20.70	1.39	10.97	9.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 08:09	10/23/2023-01	01	BGC011827	NA	NA	NA	NA	NA	NA	NA	0.015	E	0.0019	E	0.162	NA	0.0382	NA	NA	NA	NA	NA	1.07	0.14	11.57	1.23	NA	NA	12.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 08:17	10/23/2023-02	02	BGC011828	NA	NA	NA	NA	NA	NA	NA	0.015	E	0.0021	E	0.175	NA	0.0403	NA	NA	NA	NA	NA	1.07	0.15	12.49	1.30	NA	NA	13.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 08:22	10/23/2023-03	03	BGC011829	NA	NA	NA	NA	NA	NA	NA	0.017	E	0.0020	E	0.168	NA	0.0313	NA	NA	NA	NA	NA	1.21	0.14	11.99	1.01	NA	NA	13.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 08:25	10/23/2023-04	04	BGC011830	NA	NA	NA	NA	NA	NA	NA	0.020	E	0.0025	E	0.157	NA	0.0451	NA	NA	NA	NA	NA	1.43	0.18	11.21	1.46	NA	NA	12.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 08:29	10/23/2023-05	05	BGC011831	NA	NA	NA	NA	NA	NA	NA	0.024	E	0.0019	E	0.0834	NA	0.0463	NA	NA	NA	NA	NA	1.71	0.14	5.95	1.49	NA	NA	7.80	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 08:37	380300121344801	ORF	BGC011811	3.07	NA	1.41	1.26	NA	0.46	<	0.028	NA	0.0027	E	0.131	NA	0.0491	NA	0.30	NA	0.0533	NA	2.00	0.19	9.35	1.58	21.42	1.72	11.54	9.87	0.218	NA	0.0344	E	NA	NA	NA	2.4	NA	0.229	NA	0.070	NA	0.0508	NA	0.0101	NA	0.0057	E	0.0057	E	0.0173	0.0180	0.0167	0.0049	NA	0.6786	NA	0.1160	NA	0.338	NA	0.1341	NA	0.3205	NA	0.2278	NA	0.1318	NA	1.520	0.8738	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 08:55	10/23/2023-06	06	BGC011832	NA	NA	NA	NA	NA	NA	NA	0.018	E	0.0013	E	0.0488	NA	0.0455	NA	NA	NA	NA	NA	1.29	0.09	3.48	1.47	NA	NA	4.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 08:59	10/23/2023-07	07	BGC011833	NA	NA	NA	NA	NA	NA	NA	0.013	E	0.0011	E	0.0400	NA	0.0373	NA	NA	NA	NA	NA	0.93	0.08	2.85	1.20	NA	NA	3.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 09:04	11313405	OBI	BGC011812	5.72	NA	1.70	3.23	NA	0.74	NA	0.017	E	0.0016	E	0.0680	NA	0.0391	NA	0.23	NA	0.0498	NA	1.21	0.11	4.85	1.26	16.42	1.61	6.18	10.24	0.281	NA	0.0515	E	NA	NA	NA	2.4	NA	0.233	NA	0.074	NA	0.0541	NA	0.0111	NA	0.0061	E	0.0060	E	0.0175	0.0178	0.0164	0.0052	NA	0.6844	NA	0.0491	NA	0.344	NA	0.1423	NA	0.3443	NA	0.2438	NA	0.1197	NA	1.507	0.8851	<	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 09:14	10/23/2023-08	08	BGC011834	NA	NA	NA	NA	NA	NA	NA	0.024	E	0.0023	E	0.199	NA	0.0402	NA	NA	NA	NA	NA	1.71	0.16	14.21	1.30	NA	NA	16.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 09:20	10/23/2023-09	09	BGC011835	NA	NA	NA	NA	NA	NA	NA	0.041	NA	0.0037	NA	0.128	NA	0.0631	NA	NA	NA	NA	NA	2.93	0.26	9.14	2.04	NA	NA	12.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 09:22	11313325	ORI	BGC011813	3.17	NA	4.66	1.49	NA	0.54	NA	0.040	NA	0.0031	E	0.172	NA	0.0606	NA	0.38	NA	0.0764	NA	2.86	0.22	12.28	1.96	27.13	2.47	15.36	11.77	0.290	NA	0.0458	E	NA	NA	NA	2.7	NA	0.264	NA	0.079	NA	0.0582	NA	0.0120	NA	0.0066	E	0.0065	E	0.0175	0.0178	0.0163	0.0053	NA	0.7681	NA	0.1505	NA	0.391	NA	0.1561	NA	0.3792	NA	0.2660	NA	0.1546	NA	1.553	0.8651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 09:34	10/23/2023-10	10	BGC011836	NA	NA	NA	NA	NA	NA	NA	0.046	NA	0.0043	NA	0.500	NA	0.0778	NA	NA	NA	NA	NA	3.28	0.31	35.70	2.51	NA	NA	39.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 09:39	10/23/2023-11	11	BGC011837	NA	NA	NA	NA	NA	NA	NA	0.039	NA	0.0053	NA	0.967	NA	0.0914	NA	NA	NA	NA	NA	2.78	0.38	69.03	2.95	NA	NA	72.20	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 09:44	10/23/2023-12	12	BGC011838	NA	NA	NA	NA	NA	NA	NA	0.039	NA	0.0046	NA	0.930	NA	0.0730	NA	NA	NA	NA	NA	2.78	0.33	66.39	2.36	NA	NA	69.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 09:50	11313250	ORCC	BGC011814	2.81	NA	1.70	1.71	NA	1.90	NA	0.033	NA	0.0060	NA	0.951	NA	0.1155	NA	1.12	NA	0.1258	NA	2.36	0.43	67.89	3.73	79.96	4.06	70.68	9.28	0.751	NA	0.103	NA	NA	NA	NA	2.7	NA	0.260	NA	0.076	NA	0.0561	NA	0.0123	NA	0.0072	NA	0.0070	E	0.0162	0.0173	0.0152	0.0053	NA	0.6539	NA	0.1179	NA	0.375	NA	0.1461	NA	0.3477	NA	0.2411	NA	0.1534	NA	1.571	0.8626	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 10:02	10/23/2023-13	13	BGC011839	NA	NA	NA	NA	NA	NA	NA	0.036	NA	0.0069	NA	0.990	NA	0.1074	NA	NA	NA	NA	NA	2.57	0.49	70.68	3.47	NA	NA	73.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 10:06	10/23/2023-14	14	BGC011840	NA	NA	NA	NA	NA	NA	NA	0.033	NA	0.0025	E	0.204	NA	0.0578	NA	NA	NA	NA	NA	2.36	0.18	14.56	1.87	NA	NA	17.10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 10:09	10/23/2023-15	15	BGC011841	NA	NA	NA	NA	NA	NA	NA	0.027	NA	0.0020	E	0.143	NA	0.0396	NA	NA	NA	NA	NA	1.93	0.14	10.21	1.28	NA	NA	12.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 10:15	11312674	MRB	BGC011815	3.29	NA	1.70	1.07	NA	0.46	<	0.026	E	0.0024	E	0.151	NA	0.0524	NA	0.32	NA	0.0573	NA	1.86	0.17	10.78	1.69	22.84	1.85	12.81	10.04	0.356	NA	0.0539	E	NA	NA	NA	2.6	NA	0.258	NA	0.071	NA	0.0508	NA	0.0086	NA	0.0044	E	0.0049	E	0.0191	0.0197	0.0191	0.0049	NA	0.7368	NA	0.2193	NA	0.384	NA	0.1445	NA	0.3841	NA	0.2624	NA	0.1507	NA	1.543	0.8521	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 10:28	10/23/2023-16	16	BGC011842	NA	NA	NA	NA	NA	NA	NA	0.031	NA	0.0023	E	0.172	NA	0.0404	NA	NA	NA	NA	NA	2.21	0.16	12.28	1.30	NA	NA	14.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 10:32	10/23/2023-17	17	BGC011843	NA	NA	NA	NA	NA	NA	NA	0.030	NA	0.0024	E	0.180	NA	0.0510	NA	NA	NA	NA	NA	2.14	0.17	12.85	1.65	NA	NA	15.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 10:54	10/23/2023-18	18	BGC011844	NA	NA	NA	NA	NA	NA	NA	0.033	NA	0.0028	E	0.251	NA	0.0475	NA	NA	NA	NA	NA	2.36	0.20	17.92	1.53	NA	NA	20.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 10:58	10/23/2023-19	19	BGC011845	NA	NA	NA	NA	NA	NA	NA	0.033	NA	0.0038	NA	0.455	NA	0.0436	NA	NA	NA	NA	NA	2.36	0.27	32.48	1.41	NA	NA	35.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 11:02	11312685	MRH	BGC011818	2.80	NA	1.38	1.50	NA	0.46	NA	0.027	NA	0.0028	E	0.222	NA	0.0528	NA	0.38	NA	0.0629	NA	1.93	0.20	15.85	1.70	27.13	2.03	17.98	9.15	0.237	NA	0.0380	E	NA	NA	NA	2.6	NA	0.255	NA	0.075	NA	0.0547	NA	0.0111	NA	0.0063	E	0.0065	E	0.0175	0.0179	0.0163	0.0045	NA	0.7515	NA	0.1315	NA	0.377	NA	0.1555	NA	0.3684	NA	0.2482	NA	0.1423	NA	1.519	0.8770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 11:15	10/23/2023-20	20	BGC011846	NA	NA	NA	NA	NA	NA	NA	0.029	NA	0.0037	NA	0.232	NA	0.0563	NA	NA	NA	NA	NA	2.07	0.26	16.56	1.82	NA	NA	18.90	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 11:19	10/23/2023-21	21	BGC011847	NA	NA	NA	NA	NA	NA	NA	0.026	E	0.0033	NA	0.239	NA	0.0622	NA	NA	NA	NA	NA	1.86	0.24	17.06	2.01	NA	NA	19.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 11:24	10/23/2023-22	22	BGC011848	NA	NA	NA	NA	NA	NA	NA	0.025	E	0.0029	E	0.205	NA	0.0486	NA	NA	NA	NA	NA	1.78	0.21	14.63	1.57	NA	NA	16.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 11:31	10/23/2023-23	23	BGC011849	NA	NA	NA	NA	NA	NA	NA	0.019	E	0.0021	E	0.157	NA	0.0406	NA	NA	NA	NA	NA	1.36	0.15	11.21	1.31	NA	NA	12.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 11:39	10/23/2023-24	24	BGC011850	NA	NA	NA	NA	NA	NA	NA	0.019	E	0.0017	E	0.128	NA	0.0359	NA	NA	NA	NA	NA	1.36	0.12	9.14	1.16	NA	NA	10.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 11:43	11336790	LPS	BGC011819	1.88	NA	1.03	0.77	NA	0.46	<	0.021	E	0.0018	E	0.133	NA	0.0332	NA	0.24	NA	0.0364	NA	1.50	0.13	9.49	1.07	17.13	1.17	11.12	6.01	0.216	NA	0.0263	<	NA	NA	NA	1.8	NA	0.157	NA	0.048	NA	0.0348	NA	0.0070	NA	0.0044	E	0.0055	E	0.0178	0.0183	0.0149	0.0030	<	0.4491	NA	0.1326	NA	0.230	NA	0.0921	NA	0.2147	NA	0.1587	NA	0.0885	NA	1.512	0.8632	<	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 12:04	10/23/2023-25	25	BGC011851	NA	NA	NA	NA	NA	NA	NA	0.018	E	0.0014	E	0.117	NA	0.0272	NA	NA	NA	NA	NA	1.29	0.10	8.35	0.88	NA	NA	9.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 12:07	10/23/2023-26	26	BGC011852	NA	NA	NA	NA	NA	NA	NA	0.019	E	0.0009	<	0.0276	NA	0.0176	NA	NA	NA	NA	NA	1.36	0.03	1.97	0.57	NA	NA	3.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 12:10	380831121301301	SMS	BGC011820	1.35	NA	1.20	0.82	NA	0.53	NA	0.017	E	0.0009	<	0.0228	NA	0.0202	NA	0.12	E	0.0224	NA	1.21	0.03	1.63	0.65	8.57	0.72	2.87	5.69	0.208	A	0.0281	E	NA	NA	NA	1.7	NA	0.130	NA	0.040	NA	0.0279	NA	0.0048	E	0.0035	E	0.0052	E	0.0200	0.0205	0.0143	0.0018	<	0.3713	NA	0.1241	NA	0.201	NA	0.0721	NA	0.1919	NA	0.1272	NA	0.0729	NA	1.586	0.8442	<	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 12:23	380831121281201	SYC	BGC011821	4.77	NA	2.58	2.56	NA	1.39	NA	0.009	<	0.0009	<	0.0148	NA	0.0156	NA	0.13	E	0.0171	NA	0.32	0.03	1.06	0.50	9.28	0.55	1.41	7.87	0.252	NA	0.0416	E	NA	NA	NA	2.2	NA	0.168	NA	0.059	NA	0.0425	NA	0.0090	NA	0.0057	E	0.0067	E	0.0175	0.0179	0.0142	0.0033	NA	0.4985	NA	0.0443	NA	0.250	NA	0.1034	NA	0.2355	NA	0.1669	NA	0.0888	NA	1.444	0.8704	<	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 12:37	380831121301301	SMS	BGC011867	NA	NA	NA	NA	NA	NA	NA	0.018	E	0.0009	<	0.0258	NA	0.0151	NA	0.11	E	0.0180	NA	1.29	0.03	1.84	0.49	7.85	0.58	3.16	4.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 12:44	10/23/2023-27	27	BGC011853	NA	NA	NA	NA	NA	NA	NA	0.015	E	0.0009	<	0.0295	NA	0.0119	NA	NA	NA	NA	NA	1.07	0.03	2.10	0.38	NA	NA	3.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
10/23/2023 12:48	10/23/2023-28	28	BGC011854	NA	NA	NA	NA	NA	NA	NA	0.010	E	0.0009	<	0.0289	NA	0.0127	NA	NA	NA	NA	NA	0.71	0.03	2.06	0.41	NA	NA	2.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
