CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Region	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA	NH4 (uM) (Tline) SA	Water Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Water Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	Cryptophyta (%) (FP) SA	H2O Delta 18O (per mil) (Picarro) SA	H2O Delta 2H (per mil) (Picarro) SA	estDIN (uM) SA	estDOC (mg-C/L) SA	estDON (uM) SA	estTDN (uM) SA	Orthophosphate (uM) SA
A845	38.04533	-121.91218	Suisun Bay	Suisun Bay	Jul-2022	8.32	1.32	21.42	10990.67	7.80	8.03	94.22	28.25	2.35	26.18	4.61	30.01	21.41	10500.4	6.43	0.72	2.38	3.07	0.00	6.18	11.68	38.55	49.63	0.00	-10.81	-77.56	9.64	2.32	12.64	22.27	2.36
A851	38.04708	-121.92269	Suisun Bay	Suisun Bay	Jul-2022	8.38	1.54	21.53	11168.12	7.80	8.03	94.37	28.79	2.41	25.74	4.73	30.04	21.53	10658.5	6.51	0.68	2.39	3.20	0.00	6.27	10.88	38.07	50.99	0.00	-10.81	-77.56	9.92	2.30	12.43	22.35	1.91
A860	38.05008	-121.93882	Suisun Bay	Suisun Bay	Jul-2022	8.36	2.69	21.89	12313.71	7.79	7.97	94.79	16.85	2.27	26.96	4.60	30.13	21.87	11875.4	7.26	0.62	2.04	3.18	0.00	5.85	10.52	34.88	54.37	0.00	-10.81	-77.56	11.05	2.37	13.00	24.05	1.62
A858	38.04941	-121.93519	Suisun Bay	Suisun Bay	Jul-2022	8.24	2.72	21.87	11922.83	7.79	7.97	94.64	17.29	2.24	26.84	4.50	30.04	21.86	11422.6	6.97	0.61	2.03	3.16	0.00	5.81	10.57	35.00	54.31	0.00	-10.81	-77.56	10.96	2.36	12.94	23.91	1.64
A862	38.05222	-121.94154	Suisun Bay	Suisun Bay	Jul-2022	8.37	2.69	21.89	12520.14	7.79	7.97	94.82	16.68	2.30	27.01	4.68	30.19	21.88	12090.2	7.40	0.62	2.05	3.25	0.00	5.94	10.43	34.58	54.70	0.00	-10.81	-77.56	11.05	2.37	13.03	24.08	1.64
A867	38.05712	-121.94727	Suisun Bay	Honker Bay	Jul-2022	8.28	2.72	21.94	13118.62	7.79	7.93	94.69	14.76	2.44	27.48	4.87	30.37	21.93	12640.5	7.76	0.60	2.04	3.53	0.00	6.19	9.66	33.05	56.98	0.00	-10.81	-77.56	11.00	2.40	13.25	24.26	1.68
A869	38.05654	-121.95099	Suisun Bay	Honker Bay	Jul-2022	8.23	2.73	21.92	13453.17	7.79	7.94	94.89	14.17	2.59	27.65	5.02	30.47	21.90	12947.3	7.97	0.63	2.04	3.69	0.00	6.39	9.84	31.90	57.60	0.00	-10.81	-77.56	10.95	2.41	13.33	24.28	1.58
A871	38.05674	-121.95460	Suisun Bay	Honker Bay	Jul-2022	8.34	2.74	21.84	13966.31	7.80	7.97	95.28	15.91	2.78	27.79	5.32	30.64	21.82	13395.4	8.28	0.68	2.04	4.05	0.00	6.83	9.99	30.00	59.19	0.00	-10.81	-77.56	11.08	2.41	13.39	24.48	1.45
A874	38.05652	-121.96012	Suisun Bay	Honker Bay	Jul-2022	8.66	2.79	21.75	14705.53	7.83	8.03	96.10	16.60	2.91	27.86	5.65	30.85	21.74	14081.6	8.76	0.69	1.97	4.56	0.00	7.27	9.48	27.24	62.66	0.00	-10.81	-77.56	11.45	2.42	13.43	24.88	1.29
A876	38.05660	-121.96399	Suisun Bay	Honker Bay	Jul-2022	8.79	2.85	21.71	15039.65	7.86	8.09	96.85	15.09	2.93	27.87	5.76	30.93	21.70	14432.9	9.00	0.74	1.87	4.74	0.00	7.40	9.99	25.28	64.02	0.00	-10.81	-77.56	11.65	2.42	13.43	25.08	1.17
A883	38.05673	-121.97671	Suisun Bay	Suisun Bay	Jul-2022	8.68	2.97	21.65	14719.04	7.88	8.11	96.89	13.51	2.66	28.16	5.39	30.82	21.64	14091.1	8.78	0.70	1.87	4.39	0.00	7.02	9.94	26.67	62.59	0.00	-10.81	-77.56	11.64	2.44	13.57	25.20	1.51
A885	38.05724	-121.98021	Suisun Bay	Suisun Bay	Jul-2022	8.75	3.00	21.64	14697.28	7.88	8.12	96.99	13.48	2.62	28.09	5.35	30.79	21.62	14060.4	8.76	0.73	1.86	4.35	0.00	6.99	10.36	26.67	62.21	0.00	-10.81	-77.56	11.73	2.43	13.53	25.27	1.59
A887	38.05797	-121.98386	Suisun Bay	Suisun Bay	Jul-2022	9.08	3.06	21.57	14639.11	7.87	8.13	96.96	14.61	2.63	27.94	5.35	30.75	21.55	13977.4	8.72	0.76	1.88	4.29	0.00	6.95	10.96	27.04	61.73	0.00	-10.81	-77.56	12.04	2.42	13.46	25.50	1.82
A889	38.05924	-121.98754	Suisun Bay	Suisun Bay	Jul-2022	9.29	3.13	21.47	14846.19	7.88	8.13	96.86	16.35	2.64	27.85	5.40	30.86	21.46	14067.8	8.80	0.68	1.93	4.40	0.00	7.02	9.75	27.58	62.61	0.00	-10.81	-77.56	12.23	2.42	13.42	25.70	1.97
A891	38.06004	-121.99122	Suisun Bay	Suisun Bay	Jul-2022	9.18	3.11	21.35	15589.88	7.87	8.11	96.65	20.55	2.93	27.71	5.88	31.24	21.34	14670.9	9.24	0.53	2.05	5.00	0.00	7.58	7.06	27.10	65.73	0.00	-10.81	-77.56	12.32	2.41	13.35	25.78	2.16
A894	38.06027	-121.99674	Suisun Bay	Suisun Bay	Jul-2022	9.46	3.21	21.22	16904.94	7.88	8.10	96.73	24.96	3.63	27.66	6.86	31.76	21.22	15912.3	10.12	0.43	2.16	6.04	0.00	8.64	4.99	25.01	69.82	0.00	-10.81	-77.56	12.53	2.41	13.33	26.03	2.29
A900	38.06558	-122.00753	Suisun Bay	Suisun Bay	Jul-2022	9.31	3.39	21.42	17446.06	7.88	8.16	97.97	20.23	3.72	28.12	7.30	31.77	21.40	16599.3	10.55	0.48	2.04	6.60	0.00	9.15	5.26	22.27	72.12	0.00	-10.81	-77.56	12.98	2.43	13.55	26.48	2.35
A896	38.06047	-122.00040	Suisun Bay	Suisun Bay	Jul-2022	9.59	3.32	21.29	17300.09	7.88	8.11	97.11	24.54	3.85	27.82	7.22	31.86	21.26	16402.5	10.45	0.43	2.13	6.35	0.00	8.96	4.80	23.78	70.87	0.00	-10.81	-77.56	12.73	2.42	13.41	26.26	2.33
A1187	38.07244	-121.95669	Suisun Bay	Honker Bay	Jul-2022	8.97	1.71	21.54	13745.32	7.76	7.88	93.53	34.59	3.37	25.86	6.26	30.73	21.53	13143.1	8.17	0.64	2.55	4.65	0.00	7.83	8.24	32.61	59.27	0.00	-10.81	-77.56	10.66	2.30	12.48	23.15	2.11
A1116	38.10626	-122.02458	Suisun Bay	Grizzly Bay	Jul-2022	10.80	2.73	20.62	19675.79	7.83	8.05	96.04	84.63	6.54	25.66	11.75	33.91	20.60	18390.7	12.01	0.95	3.36	10.42	0.00	14.68	6.49	22.86	70.95	0.00	-10.81	-77.57	13.35	2.29	12.39	25.79	2.11
A1113	38.10780	-122.01843	Suisun Bay	Grizzly Bay	Jul-2022	10.94	2.61	20.56	19333.59	7.83	8.04	95.71	96.97	6.47	24.37	11.42	33.70	20.55	17993.9	11.74	0.91	3.58	10.03	0.00	14.47	6.30	24.73	69.32	0.00	-10.81	-77.57	12.44	2.22	11.78	24.35	2.09
A1071	38.13011	-122.01960	Suisun Bay	Grizzly Bay	Jul-2022	10.28	1.16	20.64	17228.77	7.86	8.08	95.58	111.45	6.53	22.95	11.62	33.27	20.62	16087.7	10.38	1.97	4.32	9.05	0.00	15.31	12.84	28.22	59.08	0.00	-10.81	-77.57	11.37	2.14	11.12	22.47	2.51
A841	38.04431	-121.90488	Suisun Bay	Suisun Bay	Jul-2022	8.12	1.47	21.56	10839.35	7.80	8.01	94.14	23.40	2.26	26.48	4.44	29.89	21.54	10396.1	6.34	0.68	2.21	2.98	0.00	5.90	11.56	37.48	50.61	0.00	-10.80	-77.56	9.59	2.34	12.77	22.36	2.39
A839	38.04508	-121.90125	Suisun Bay	Suisun Bay	Jul-2022	8.03	1.56	21.70	10801.43	7.79	7.98	94.04	20.07	2.21	26.67	4.34	29.79	21.68	10368.1	6.30	0.63	2.12	2.94	0.00	5.71	11.11	37.16	51.51	0.00	-10.80	-77.55	9.58	2.35	12.86	22.45	2.35
A837	38.04540	-121.89757	Suisun Bay	Suisun Bay	Jul-2022	8.01	1.81	21.80	10740.25	7.80	7.97	94.12	17.50	2.12	26.86	4.25	29.70	21.79	10321.5	6.26	0.62	2.04	2.87	0.00	5.55	11.26	36.76	51.70	0.00	-10.80	-77.55	9.82	2.36	12.95	22.78	2.27
A843	38.04513	-121.90856	Suisun Bay	Suisun Bay	Jul-2022	8.30	1.38	21.46	10927.16	7.80	8.03	94.19	26.77	2.31	26.30	4.54	29.97	21.44	10458.4	6.39	0.72	2.32	3.01	0.00	6.07	11.83	38.19	49.61	0.00	-10.81	-77.56	9.67	2.33	12.69	22.36	2.39
A846	38.04559	-121.91398	Suisun Bay	Suisun Bay	Jul-2022	8.26	1.26	21.40	11052.88	7.80	8.04	94.26	29.53	2.39	26.04	4.67	30.05	21.39	10545.9	6.46	0.71	2.44	3.14	0.00	6.29	11.37	38.83	49.91	0.00	-10.81	-77.56	9.53	2.31	12.57	22.09	2.32
A835	38.04564	-121.89361	Suisun Bay	Sacramento River	Jul-2022	7.88	2.31	21.87	10523.43	7.81	7.97	94.14	15.61	2.02	26.96	4.17	29.56	21.86	10107.7	6.11	0.64	1.97	2.79	0.00	5.41	11.92	36.37	51.54	0.00	-10.80	-77.55	10.19	2.37	13.00	23.19	2.16
A848	38.04590	-121.91755	Suisun Bay	Suisun Bay	Jul-2022	8.19	1.23	21.42	11150.88	7.80	8.04	94.32	30.23	2.47	25.79	4.76	30.10	21.42	10631.0	6.51	0.69	2.50	3.24	0.00	6.42	10.81	38.87	50.48	0.00	-10.81	-77.56	9.42	2.30	12.45	21.88	2.19
A850	38.04665	-121.92098	Suisun Bay	Suisun Bay	Jul-2022	8.33	1.36	21.49	11182.37	7.80	8.03	94.37	29.25	2.44	25.74	4.76	30.08	21.49	10669.1	6.53	0.70	2.44	3.22	0.00	6.36	10.97	38.30	50.71	0.00	-10.81	-77.56	9.69	2.30	12.43	22.12	2.01
A854	38.04753	-121.92823	Suisun Bay	Suisun Bay	Jul-2022	8.20	2.42	21.67	11173.89	7.80	8.01	94.41	25.48	2.28	26.01	4.56	29.94	21.67	10656.1	6.49	0.65	2.23	3.10	0.00	5.97	10.92	37.37	51.86	0.00	-10.81	-77.56	10.63	2.31	12.56	23.18	1.72
A856	38.04844	-121.93176	Suisun Bay	Suisun Bay	Jul-2022	8.12	2.62	21.77	11416.26	7.80	7.99	94.47	22.08	2.24	26.44	4.50	29.96	21.76	10888.3	6.63	0.64	2.12	3.10	0.00	5.86	10.89	36.11	52.92	0.00	-10.81	-77.56	10.74	2.34	12.76	23.49	1.70
A988	38.05352	-122.11872	Suisun Bay	Suisun Bay	Jul-2022	12.23	3.99	20.70	26158.90	7.81	7.87	96.40	14.36	3.12	27.80	6.09	30.97	20.68	24508.0	16.40	0.19	1.78	5.79	0.00	7.83	2.39	22.73	74.01	0.00	-10.81	-77.57	16.21	2.41	13.40	29.62	2.04
A990	38.05594	-122.11651	Suisun Bay	Suisun Bay	Jul-2022	12.19	4.08	20.71	26033.01	7.81	7.87	96.41	14.88	3.20	27.79	6.29	31.02	20.69	24388.1	16.31	0.20	1.81	5.99	0.00	8.04	2.42	22.45	74.51	0.00	-10.81	-77.57	16.27	2.41	13.39	29.66	2.13
A864	38.05444	-121.94416	Suisun Bay	Suisun Bay	Jul-2022	8.37	2.70	21.91	12761.37	7.79	7.96	94.78	16.03	2.35	27.17	4.77	30.26	21.90	12319.5	7.55	0.62	2.05	3.36	0.00	6.04	10.20	33.91	55.58	0.00	-10.81	-77.56	11.06	2.38	13.10	24.16	1.68
A992	38.05822	-122.11416	Suisun Bay	Suisun Bay	Jul-2022	12.26	4.28	20.72	25945.86	7.81	7.87	96.40	15.41	3.33	27.90	6.54	31.06	20.70	24306.0	16.24	0.17	1.81	6.33	0.00	8.36	1.99	21.73	75.68	0.00	-10.81	-77.57	16.55	2.42	13.44	29.97	2.17
A899	38.06568	-122.00573	Suisun Bay	Suisun Bay	Jul-2022	9.34	3.32	21.41	17364.28	7.88	8.15	97.85	20.85	3.76	28.12	7.28	31.78	21.39	16520.8	10.49	0.49	2.05	6.54	0.00	9.11	5.41	22.52	71.82	0.00	-10.81	-77.56	12.86	2.43	13.55	26.34	2.36
A878	38.05660	-121.96766	Suisun Bay	Suisun Bay	Jul-2022	8.91	2.89	21.68	14924.50	7.88	8.12	97.05	14.44	2.89	27.84	5.70	30.89	21.66	14313.5	8.93	0.75	1.87	4.64	0.00	7.32	10.27	25.63	63.39	0.00	-10.81	-77.56	11.80	2.42	13.42	25.21	1.18
A880	38.05652	-121.97136	Suisun Bay	Suisun Bay	Jul-2022	8.88	2.93	21.67	14831.56	7.88	8.11	96.95	13.96	2.81	28.04	5.58	30.87	21.65	14203.3	8.86	0.68	1.89	4.54	0.00	7.14	9.49	26.46	63.56	0.00	-10.81	-77.56	11.81	2.43	13.51	25.31	1.29
A995	38.06142	-122.11032	Suisun Bay	Suisun Bay	Jul-2022	12.35	4.36	20.74	25887.84	7.81	7.87	96.31	16.17	3.47	27.98	6.78	31.10	20.72	24258.2	16.20	0.15	1.83	6.65	0.00	8.67	1.76	21.15	76.66	0.00	-10.81	-77.57	16.72	2.43	13.48	30.18	2.26
A886	38.05797	-121.98204	Suisun Bay	Suisun Bay	Jul-2022	8.94	3.01	21.60	14641.57	7.87	8.12	96.92	14.38	2.66	27.97	5.39	30.76	21.59	13996.8	8.73	0.76	1.88	4.34	0.00	7.01	10.82	26.81	61.81	0.00	-10.81	-77.56	11.89	2.42	13.48	25.36	1.74
A888	38.05883	-121.98571	Suisun Bay	Suisun Bay	Jul-2022	9.22	3.10	21.52	14678.98	7.88	8.13	96.93	15.12	2.60	27.90	5.34	30.77	21.51	13975.5	8.73	0.74	1.89	4.29	0.00	6.93	10.65	27.33	61.82	0.00	-10.81	-77.56	12.16	2.42	13.44	25.62	1.89
A890	38.05963	-121.98938	Suisun Bay	Suisun Bay	Jul-2022	9.27	3.15	21.41	15156.74	7.88	8.13	96.81	17.96	2.73	27.79	5.54	31.01	21.40	14297.9	8.97	0.60	1.98	4.62	0.00	7.20	8.51	27.52	63.99	0.00	-10.81	-77.56	12.29	2.41	13.39	25.77	2.04
A892	38.06045	-121.99309	Suisun Bay	Suisun Bay	Jul-2022	9.20	3.14	21.29	16090.41	7.87	8.11	96.68	22.53	3.15	27.67	6.20	31.45	21.28	15112.5	9.55	0.47	2.10	5.39	0.00	7.95	6.01	26.43	67.59	0.00	-10.81	-77.56	12.38	2.41	13.34	25.85	2.21
A895	38.06043	-121.99858	Suisun Bay	Suisun Bay	Jul-2022	9.57	3.26	21.24	17147.87	7.88	8.10	96.87	25.23	3.77	27.73	7.09	31.84	21.22	16197.7	10.31	0.43	2.15	6.24	0.00	8.85	4.83	24.38	70.46	0.00	-10.81	-77.56	12.63	2.41	13.36	26.14	2.31
A997	38.06357	-122.10778	Suisun Bay	Suisun Bay	Jul-2022	12.35	4.22	20.77	25761.48	7.81	7.86	96.22	17.14	3.65	28.11	7.17	31.18	20.75	24159.9	16.12	0.13	1.86	7.14	0.00	9.17	1.43	20.34	77.82	0.00	-10.81	-77.57	16.59	2.43	13.54	30.11	2.39
A999	38.06563	-122.10512	Suisun Bay	Suisun Bay	Jul-2022	12.24	4.09	20.79	25670.51	7.81	7.85	96.12	17.90	3.76	28.10	7.44	31.24	20.77	24088.3	16.06	0.12	1.88	7.46	0.00	9.49	1.26	19.81	78.55	0.00	-10.81	-77.57	16.35	2.43	13.54	29.88	2.51
A924	38.06389	-122.02607	Suisun Bay	Suisun Bay	Jul-2022	9.92	3.88	21.31	19602.07	7.85	7.97	96.33	20.48	4.38	27.91	8.44	32.47	21.29	18538.0	11.92	0.31	2.06	7.93	0.00	10.34	3.07	19.93	76.70	0.00	-10.81	-77.57	13.80	2.42	13.45	27.25	2.01
A897	38.06422	-122.00224	Suisun Bay	Suisun Bay	Jul-2022	9.40	3.24	21.38	17280.26	7.87	8.13	97.56	22.11	3.81	28.05	7.30	31.80	21.35	16411.1	10.43	0.49	2.09	6.51	0.00	9.10	5.39	22.94	71.58	0.00	-10.81	-77.56	12.74	2.43	13.51	26.21	2.37
A1001	38.06774	-122.10246	Suisun Bay	Suisun Bay	Jul-2022	12.20	3.96	20.80	25555.31	7.80	7.84	95.96	18.77	4.02	28.06	7.87	31.31	20.78	23986.9	15.98	0.16	1.90	7.92	0.00	9.98	1.54	19.04	79.38	0.00	-10.81	-77.57	16.18	2.43	13.52	29.69	2.70
A1003	38.06982	-122.09977	Suisun Bay	Suisun Bay	Jul-2022	12.14	3.85	20.79	25470.02	7.81	7.84	95.91	18.57	4.17	28.11	8.06	31.38	20.77	23896.1	15.92	0.19	1.89	8.06	0.00	10.14	1.85	18.62	79.47	0.00	-10.81	-77.57	16.00	2.43	13.54	29.54	2.76
A904	38.06615	-122.01496	Suisun Bay	Suisun Bay	Jul-2022	9.70	3.58	21.31	18350.08	7.86	8.06	96.98	19.42	3.83	28.46	7.52	32.15	21.29	17328.3	11.08	0.37	1.98	6.90	0.00	9.27	3.99	21.35	74.43	0.00	-10.81	-77.57	13.33	2.45	13.71	27.05	2.23
A906	38.06663	-122.01873	Suisun Bay	Suisun Bay	Jul-2022	9.71	3.67	21.31	18908.82	7.86	8.03	96.79	17.92	3.95	28.41	7.67	32.32	21.29	17887.3	11.47	0.35	1.96	7.11	0.00	9.45	3.76	20.76	75.25	0.00	-10.81	-77.57	13.39	2.45	13.68	27.08	2.14
A902	38.06589	-122.01124	Suisun Bay	Suisun Bay	Jul-2022	9.51	3.46	21.34	17712.44	7.87	8.13	97.58	20.91	3.76	28.19	7.46	31.90	21.33	16747.4	10.67	0.44	2.05	6.81	0.00	9.30	4.70	21.99	73.18	0.00	-10.81	-77.56	13.18	2.44	13.58	26.75	2.30
A922	38.06451	-122.02249	Suisun Bay	Suisun Bay	Jul-2022	9.84	3.82	21.31	19367.75	7.85	8.00	96.60	19.49	4.24	27.96	8.16	32.40	21.30	18319.4	11.77	0.33	2.03	7.64	0.00	10.05	3.29	20.21	76.01	0.00	-10.81	-77.57	13.65	2.42	13.47	27.13	2.05
A1005	38.07165	-122.09652	Suisun Bay	Suisun Bay	Jul-2022	12.13	3.81	20.79	25422.01	7.81	7.84	95.94	18.39	4.14	28.15	8.06	31.42	20.77	23848.0	15.88	0.19	1.88	8.07	0.00	10.14	1.86	18.55	79.49	0.00	-10.81	-77.57	15.95	2.43	13.56	29.51	2.75
A1189	38.07064	-121.95272	Suisun Bay	Honker Bay	Jul-2022	8.67	1.35	21.57	13438.03	7.76	7.94	94.22	33.52	3.20	26.03	5.89	30.57	21.55	12812.9	7.94	0.66	2.53	4.31	0.00	7.49	8.87	33.84	57.53	0.00	-10.81	-77.56	10.02	2.31	12.56	22.58	2.12
A1193	38.07067	-121.94530	Suisun Bay	Honker Bay	Jul-2022	8.61	0.82	21.60	12855.18	7.76	7.89	93.51	31.97	2.96	25.70	5.54	30.36	21.59	12310.3	7.60	0.63	2.49	3.95	0.00	7.07	8.97	35.20	55.79	0.00	-10.81	-77.56	9.23	2.30	12.41	21.80	2.34
A1195	38.07093	-121.94162	Suisun Bay	Honker Bay	Jul-2022	8.66	0.92	21.59	12484.38	7.76	7.86	92.98	30.30	2.77	25.64	5.26	30.24	21.58	11970.6	7.37	0.61	2.41	3.61	0.00	6.64	9.25	36.23	54.41	0.00	-10.81	-77.56	9.27	2.29	12.38	21.85	2.38
A1007	38.07370	-122.09375	Suisun Bay	Suisun Bay	Jul-2022	12.11	3.72	20.79	25248.64	7.81	7.85	95.99	19.10	4.21	28.17	8.28	31.50	20.77	23695.5	15.77	0.18	1.90	8.31	0.00	10.41	1.72	18.29	79.83	0.00	-10.81	-77.57	15.82	2.44	13.57	29.39	2.78
A1200	38.07393	-121.93311	Suisun Bay	Honker Bay	Jul-2022	8.51	0.83	21.53	11856.27	7.77	7.89	93.02	30.30	2.50	25.33	4.89	30.00	21.52	11256.6	6.91	0.53	2.33	3.41	0.00	6.29	8.37	37.07	54.21	0.00	-10.81	-77.56	9.24	2.27	12.24	21.72	2.45
A1197	38.07264	-121.93824	Suisun Bay	Honker Bay	Jul-2022	8.60	0.80	21.55	12254.61	7.77	7.86	92.82	30.74	2.66	25.49	5.12	30.16	21.54	11703.5	7.20	0.58	2.38	3.52	0.00	6.51	8.96	36.64	54.06	0.00	-10.81	-77.56	9.17	2.28	12.31	21.68	2.44
A1009	38.07560	-122.09068	Suisun Bay	Suisun Bay	Jul-2022	12.05	3.64	20.79	25126.39	7.81	7.86	96.01	19.90	4.32	28.10	8.49	31.52	20.77	23589.9	15.70	0.16	1.93	8.49	0.00	10.61	1.48	18.24	80.02	0.00	-10.81	-77.57	15.68	2.43	13.53	29.22	2.80
A1161	38.07965	-121.97930	Suisun Bay	Suisun Bay	Jul-2022	9.10	2.12	21.50	14471.61	7.76	7.92	94.21	25.18	3.30	27.36	6.12	31.05	21.47	13818.7	8.63	0.49	2.28	4.76	0.00	7.53	6.45	30.25	63.29	0.00	-10.81	-77.56	11.35	2.39	13.19	24.49	2.40
A1159	38.08082	-121.98300	Suisun Bay	Suisun Bay	Jul-2022	9.33	2.22	21.43	14786.91	7.77	7.94	94.40	24.91	3.39	27.55	6.26	31.19	21.40	14092.7	8.83	0.47	2.22	5.00	0.00	7.74	6.11	28.78	64.56	0.00	-10.81	-77.56	11.61	2.40	13.28	24.87	2.45
A1011	38.07754	-122.08763	Suisun Bay	Suisun Bay	Jul-2022	11.92	3.35	20.80	24871.42	7.81	7.88	96.16	20.62	4.50	27.98	8.72	31.61	20.78	23353.5	15.52	0.16	2.00	8.70	0.00	10.87	1.38	18.43	80.00	0.00	-10.81	-77.57	15.26	2.43	13.48	28.75	2.81
A1013	38.07942	-122.08447	Suisun Bay	Suisun Bay	Jul-2022	11.80	3.07	20.80	24741.69	7.81	7.88	96.23	21.03	4.62	27.90	8.94	31.65	20.78	23238.9	15.44	0.16	2.04	8.91	0.00	11.12	1.34	18.36	80.08	0.00	-10.81	-77.57	14.87	2.42	13.44	28.32	2.80
A1155	38.08540	-121.98778	Suisun Bay	Suisun Bay	Jul-2022	9.43	2.43	21.32	15199.02	7.78	7.96	94.68	25.66	3.46	27.67	6.59	31.41	21.30	14453.9	9.10	0.56	2.23	5.37	0.00	8.19	6.83	27.21	65.57	0.00	-10.81	-77.56	11.81	2.41	13.33	25.14	2.48
A1153	38.08398	-121.99117	Suisun Bay	Suisun Bay	Jul-2022	9.30	2.55	21.24	15559.65	7.79	7.97	94.70	28.34	3.69	27.77	7.03	31.65	21.22	14809.9	9.36	0.56	2.26	5.68	0.00	8.51	6.64	26.59	66.72	0.00	-10.81	-77.56	11.82	2.41	13.38	25.21	2.47
A1150	38.08379	-121.99816	Suisun Bay	Suisun Bay	Jul-2022	9.14	2.42	21.08	16610.99	7.80	8.00	95.18	34.10	4.42	27.82	8.21	32.22	21.05	15802.6	10.08	0.61	2.40	6.73	0.00	9.75	6.29	24.69	68.96	0.00	-10.81	-77.56	11.54	2.42	13.41	24.95	2.46
A1015	38.08113	-122.08101	Suisun Bay	Suisun Bay	Jul-2022	11.71	2.59	20.80	24499.98	7.81	7.90	96.37	21.14	4.69	27.90	9.24	31.79	20.78	23006.3	15.27	0.19	2.05	9.15	0.00	11.41	1.56	18.00	80.15	0.00	-10.81	-77.57	14.30	2.42	13.44	27.75	2.78
A1148	38.08638	-122.00048	Suisun Bay	Suisun Cutoff	Jul-2022	9.36	2.20	20.94	17677.18	7.81	8.04	95.74	38.58	5.07	27.90	9.19	32.73	20.92	16734.3	10.76	0.72	2.54	7.78	0.00	11.03	6.55	23.13	70.46	0.00	-10.81	-77.56	11.54	2.42	13.45	24.98	2.43
A1146	38.08792	-122.00364	Suisun Bay	Suisun Cutoff	Jul-2022	9.55	2.13	20.87	18091.85	7.82	8.05	95.91	41.47	5.34	27.82	9.66	32.93	20.86	17056.7	11.00	0.76	2.64	8.31	0.00	11.68	6.52	22.67	71.04	0.00	-10.81	-77.56	11.61	2.42	13.40	25.02	2.40
A1018	38.08309	-122.07515	Suisun Bay	Suisun Bay	Jul-2022	11.67	2.41	20.81	24260.69	7.82	7.93	96.60	21.52	4.77	27.95	9.37	31.87	20.79	22780.8	15.10	0.26	2.05	9.29	0.00	11.58	2.21	17.70	80.14	0.00	-10.81	-77.57	14.07	2.42	13.47	27.51	2.71
A1144	38.08916	-122.00704	Suisun Bay	Suisun Cutoff	Jul-2022	9.63	2.19	20.85	18361.10	7.82	8.04	95.90	43.74	5.52	27.68	10.02	33.05	20.83	17296.5	11.18	0.77	2.71	8.68	0.00	12.15	6.36	22.33	71.43	0.00	-10.81	-77.57	11.83	2.41	13.34	25.17	2.36
A1020	38.08488	-122.07210	Suisun Bay	Suisun Bay	Jul-2022	11.54	2.47	20.83	24034.26	7.82	7.94	96.73	21.37	4.88	27.93	9.45	31.91	20.81	22590.8	14.96	0.29	2.03	9.41	0.00	11.72	2.48	17.39	80.24	0.00	-10.81	-77.57	13.88	2.42	13.46	27.27	2.63
A1142	38.09044	-122.01034	Suisun Bay	Suisun Cutoff	Jul-2022	9.86	2.27	20.81	19033.71	7.81	8.01	95.72	48.10	5.87	27.50	10.56	33.44	20.79	17941.1	11.64	0.80	2.82	9.28	0.00	12.91	6.16	21.91	71.86	0.00	-10.81	-77.57	12.12	2.40	13.26	25.38	2.29
A1140	38.09155	-122.01369	Suisun Bay	Suisun Cutoff	Jul-2022	9.81	2.34	20.82	19322.63	7.81	8.00	95.72	48.71	6.00	27.43	10.79	33.59	20.80	18178.1	11.81	0.82	2.85	9.61	0.00	13.29	6.17	21.46	72.33	0.00	-10.81	-77.57	12.17	2.39	13.22	25.39	2.26
A1022	38.08694	-122.06955	Suisun Bay	Suisun Bay	Jul-2022	11.48	2.41	20.86	23839.53	7.82	7.94	96.81	21.24	5.01	27.82	9.70	31.98	20.83	22422.1	14.83	0.29	2.04	9.76	0.00	12.08	2.43	16.93	80.71	0.00	-10.81	-77.57	13.58	2.42	13.41	26.91	2.57
A1024	38.08872	-122.06667	Suisun Bay	Suisun Bay	Jul-2022	11.43	2.32	20.88	23649.44	7.82	7.94	96.75	21.82	5.26	27.62	10.22	32.07	20.86	22256.9	14.70	0.31	2.07	10.40	0.00	12.77	2.40	16.26	81.35	0.00	-10.81	-77.57	13.25	2.40	13.31	26.50	2.52
A1026	38.09059	-122.06393	Suisun Bay	Suisun Bay	Jul-2022	11.26	2.29	20.90	23347.14	7.82	7.92	96.36	26.55	6.01	27.01	11.61	32.22	20.88	22017.9	14.52	0.41	2.28	11.84	0.00	14.56	2.78	15.67	81.40	0.00	-10.81	-77.57	12.85	2.37	13.02	26.02	2.43
